itlCode,itlName,year,gvaMillionGbp,gdpMillionGbp
TLE,Yorkshire and The Humber,2015,112293,128039
TLE,Yorkshire and The Humber,2016,114445,131196
TLE,Yorkshire and The Humber,2017,120022,137542
TLE,Yorkshire and The Humber,2018,123795,141758
TLE,Yorkshire and The Humber,2019,128503,146756
TLE,Yorkshire and The Humber,2020,123567,139275
TLE,Yorkshire and The Humber,2021,137374,155143
TLE,Yorkshire and The Humber,2022,150684,169640
TLE,Yorkshire and The Humber,2023,163826,182509
TLF,East Midlands,1998,54263,60824
TLF,East Midlands,1999,55733,62809
TLF,East Midlands,2000,57797,65204
TLF,East Midlands,2001,60160,67838
TLF,East Midlands,2002,62582,70651
TLF,East Midlands,2003,65730,74267
TLF,East Midlands,2004,68954,77954
TLF,East Midlands,2005,72582,82036
TLF,East Midlands,2006,76609,86495
TLF,East Midlands,2007,80126,90216
TLF,East Midlands,2008,83432,93423
TLF,East Midlands,2009,81084,90251
TLF,East Midlands,2010,83954,94488
TLF,East Midlands,2011,85178,96833
TLF,East Midlands,2012,88426,100304
TLF,East Midlands,2013,92063,104520
TLF,East Midlands,2014,95446,108811
TLF,East Midlands,2015,98321,112174
TLF,East Midlands,2016,100929,115585
TLF,East Midlands,2017,104692,119955
TLF,East Midlands,2018,109384,125315
TLF,East Midlands,2019,113395,129738
TLF,East Midlands,2020,110619,124829
TLF,East Midlands,2021,118965,135359
TLF,East Midlands,2022,128254,146120
TLF,East Midlands,2023,139722,156953
TLG,West Midlands,1998,70546,78899
TLG,West Midlands,1999,72689,81671
TLG,West Midlands,2000,74878,84203
TLG,West Midlands,2001,77766,87190
TLG,West Midlands,2002,80668,90356
TLG,West Midlands,2003,84705,94929
TLG,West Midlands,2004,88717,99664
TLG,West Midlands,2005,92660,104044
TLG,West Midlands,2006,95876,107839
TLG,West Midlands,2007,98602,111320
TLG,West Midlands,2008,101917,114674
TLG,West Midlands,2009,98608,110430
TLG,West Midlands,2010,102000,115255
TLG,West Midlands,2011,105200,119830
TLG,West Midlands,2012,108734,123715
TLG,West Midlands,2013,113782,129336
TLG,West Midlands,2014,119185,135326
TLG,West Midlands,2015,123674,140070
TLG,West Midlands,2016,129396,146558
TLG,West Midlands,2017,136041,153755
TLG,West Midlands,2018,140713,158668
TLG,West Midlands,2019,143711,162287
TLG,West Midlands,2020,135792,152258
TLG,West Midlands,2021,146778,166017
TLG,West Midlands,2022,158960,180038
TLG,West Midlands,2023,174608,195208
TLH,East,1998,77552,86263
TLH,East,1999,80595,90049
TLH,East,2000,84942,94873
TLH,East,2001,89423,99707
TLH,East,2002,92845,103571
TLH,East,2003,98776,110109
TLH,East,2004,101960,114087
TLH,East,2005,107535,120461
TLH,East,2006,112826,126384
TLH,East,2007,117070,131316
TLH,East,2008,121766,135723
TLH,East,2009,118559,131358
TLH,East,2010,119996,134739
TLH,East,2011,120744,137061
TLH,East,2012,124608,141300
TLH,East,2013,130010,147436
TLH,East,2014,137035,155548
TLH,East,2015,141969,161535
TLH,East,2016,148110,168610
TLH,East,2017,158305,179691
TLH,East,2018,161802,183453
TLH,East,2019,168571,190937
TLH,East,2020,159982,179316
TLH,East,2021,173622,195827
TLH,East,2022,187608,212015
TLH,East,2023,205310,229264
TLI,London,1998,180822,195817
TLI,London,1999,189934,206766
TLI,London,2000,204138,222893
TLI,London,2001,211431,229485
TLI,London,2002,219404,237989
TLI,London,2003,232216,251630
TLI,London,2004,243884,264183
TLI,London,2005,263752,284407
TLI,London,2006,279614,301818
TLI,London,2007,303485,327530
TLI,London,2008,311931,334698
TLI,London,2009,307243,327516
TLI,London,2010,319155,343574
TLI,London,2011,331055,359224
TLI,London,2012,344979,373080
TLI,London,2013,362515,392904
TLI,London,2014,386936,419474
TLI,London,2015,400610,434337
TLI,London,2016,425828,460710
TLI,London,2017,441034,476950
TLI,London,2018,457797,494701
TLI,London,2019,472257,509889
TLI,London,2020,435749,468427
TLI,London,2021,468464,506430
TLI,London,2022,529771,572007
TLI,London,2023,577141,617915
TLJ,South East,1998,135775,150148
TLJ,South East,1999,142235,157785
TLJ,South East,2000,149118,165612
TLJ,South East,2001,154902,171876
TLJ,South East,2002,161906,179302
TLJ,South East,2003,169912,187943
TLJ,South East,2004,175491,194635
TLJ,South East,2005,184627,204405
TLJ,South East,2006,192653,213587
TLJ,South East,2007,201171,223425
TLJ,South East,2008,212321,233954
TLJ,South East,2009,208306,228432
TLJ,South East,2010,213782,237083
TLJ,South East,2011,219779,245514
TLJ,South East,2012,227513,254169
TLJ,South East,2013,235678,263859
TLJ,South East,2014,245399,275095
TLJ,South East,2015,255027,285324
TLJ,South East,2016,261020,293094
TLJ,South East,2017,270866,304369
TLJ,South East,2018,280390,314704
TLJ,South East,2019,296235,331455
TLJ,South East,2020,291483,321481
TLJ,South East,2021,303748,338013
TLJ,South East,2022,326144,364427
TLJ,South East,2023,354501,391807
TLK,South West,1998,67066,74697
TLK,South West,1999,70346,78553
TLK,South West,2000,73631,82250
TLK,South West,2001,77699,86457
TLK,South West,2002,81089,90279
TLK,South West,2003,85434,95193
TLK,South West,2004,90018,100583
TLK,South West,2005,94098,105270
TLK,South West,2006,98523,110242
TLK,South West,2007,102473,114869
TLK,South West,2008,107440,119707
TLK,South West,2009,105857,117080
TLK,South West,2010,109239,122091
TLK,South West,2011,110531,124755
TLK,South West,2012,113873,128631
TLK,South West,2013,117149,132651
TLK,South West,2014,123383,139653
TLK,South West,2015,126159,142600
TLK,South West,2016,130719,147827
TLK,South West,2017,137276,155570
TLK,South West,2018,141038,160370
TLK,South West,2019,147026,167073
TLK,South West,2020,140831,158048
TLK,South West,2021,156691,176624
TLK,South West,2022,170624,192636
TLK,South West,2023,185952,207643
TLL,Wales,1998,32745,37086
TLL,Wales,1999,33423,38088
TLL,Wales,2000,35048,39851
TLL,Wales,2001,36206,41135
TLL,Wales,2002,37848,42938
TLL,Wales,2003,40351,45727
TLL,Wales,2004,42750,48467
TLL,Wales,2005,44614,50757
TLL,Wales,2006,46892,53437
TLL,Wales,2007,48706,55546
TLL,Wales,2008,49201,56019
TLL,Wales,2009,48710,54903
TLL,Wales,2010,49938,56879
TLL,Wales,2011,51893,59566
TLL,Wales,2012,53603,61452
TLL,Wales,2013,55504,63805
TLL,Wales,2014,56920,65581
TLL,Wales,2015,58697,67537
TLL,Wales,2016,61023,70321
TLL,Wales,2017,63140,72897
TLL,Wales,2018,65445,75538
TLL,Wales,2019,68327,78759
TLL,Wales,2020,65096,74145
TLL,Wales,2021,68348,78743
TLL,Wales,2022,74977,85996
TLL,Wales,2023,81458,92767
TLM,Scotland,1998,69990,78219
TLM,Scotland,1999,71019,79925
TLM,Scotland,2000,73905,83310
TLM,Scotland,2001,78263,87965
TLM,Scotland,2002,81408,91522
TLM,Scotland,2003,86231,96816
TLM,Scotland,2004,91899,103118
TLM,Scotland,2005,97381,109293
TLM,Scotland,2006,103898,116701
TLM,Scotland,2007,108168,121703
TLM,Scotland,2008,113289,126644
TLM,Scotland,2009,112920,125071
TLM,Scotland,2010,112827,126694
TLM,Scotland,2011,115662,130975
TLM,Scotland,2012,119265,135006
TLM,Scotland,2013,124638,141046
TLM,Scotland,2014,130440,147604
TLM,Scotland,2015,131988,149354
TLM,Scotland,2016,134155,151973
TLM,Scotland,2017,140881,159217
TLM,Scotland,2018,143492,162423
TLM,Scotland,2019,149254,168993
TLM,Scotland,2020,141398,158489
TLM,Scotland,2021,151916,171688
TLM,Scotland,2022,166866,188246
TLM,Scotland,2023,183471,204188
TLN,Northern Ireland,1998,19603,22285
TLN,Northern Ireland,1999,20710,23604
TLN,Northern Ireland,2000,22344,25388
TLN,Northern Ireland,2001,23267,26500
TLN,Northern Ireland,2002,24039,27376
TLN,Northern Ireland,2003,25961,29506
TLN,Northern Ireland,2004,27232,30908
TLN,Northern Ireland,2005,28747,32738
TLN,Northern Ireland,2006,30484,34728
TLN,Northern Ireland,2007,31574,36171
TLN,Northern Ireland,2008,31939,36523
TLN,Northern Ireland,2009,31354,35642
TLN,Northern Ireland,2010,31000,35838
TLN,Northern Ireland,2011,31636,37057
TLN,Northern Ireland,2012,32952,38458
TLN,Northern Ireland,2013,34012,39663
TLN,Northern Ireland,2014,35071,40871
TLN,Northern Ireland,2015,36351,42348
TLN,Northern Ireland,2016,38547,44721
TLN,Northern Ireland,2017,40230,46559
TLN,Northern Ireland,2018,41386,47648
TLN,Northern Ireland,2019,43818,50075
TLN,Northern Ireland,2020,42146,47589
TLN,Northern Ireland,2021,46614,52872
TLN,Northern Ireland,2022,50701,57558
TLN,Northern Ireland,2023,56141,63265
