itlCode,itlName,year,gvaMillionGbp,gdpMillionGbp
TLC32,South Teesside,2021,4989,5865
TLC32,South Teesside,2022,5578,6460
TLC32,South Teesside,2023,5976,6846
TLC33,Darlington,1998,1518,1676
TLC33,Darlington,1999,1553,1723
TLC33,Darlington,2000,1671,1856
TLC33,Darlington,2001,1777,1964
TLC33,Darlington,2002,1899,2090
TLC33,Darlington,2003,2022,2222
TLC33,Darlington,2004,2157,2370
TLC33,Darlington,2005,2142,2364
TLC33,Darlington,2006,2179,2409
TLC33,Darlington,2007,2138,2385
TLC33,Darlington,2008,2267,2508
TLC33,Darlington,2009,2145,2363
TLC33,Darlington,2010,2209,2453
TLC33,Darlington,2011,2264,2535
TLC33,Darlington,2012,2285,2563
TLC33,Darlington,2013,2322,2595
TLC33,Darlington,2014,2575,2862
TLC33,Darlington,2015,2725,3024
TLC33,Darlington,2016,2575,2888
TLC33,Darlington,2017,2561,2891
TLC33,Darlington,2018,2529,2869
TLC33,Darlington,2019,2504,2851
TLC33,Darlington,2020,2301,2603
TLC33,Darlington,2021,2515,2850
TLC33,Darlington,2022,2733,3072
TLC33,Darlington,2023,3025,3363
TLC41,Durham,1998,4642,5380
TLC41,Durham,1999,4878,5667
TLC41,Durham,2000,5016,5838
TLC41,Durham,2001,5143,6018
TLC41,Durham,2002,5418,6324
TLC41,Durham,2003,5794,6739
TLC41,Durham,2004,6264,7252
TLC41,Durham,2005,6542,7561
TLC41,Durham,2006,6994,8045
TLC41,Durham,2007,7269,8389
TLC41,Durham,2008,7553,8671
TLC41,Durham,2009,7661,8680
TLC41,Durham,2010,7674,8819
TLC41,Durham,2011,7543,8817
TLC41,Durham,2012,7729,9042
TLC41,Durham,2013,7854,9149
TLC41,Durham,2014,7831,9185
TLC41,Durham,2015,7902,9322
TLC41,Durham,2016,7932,9412
TLC41,Durham,2017,8215,9775
TLC41,Durham,2018,8651,10269
TLC41,Durham,2019,9070,10739
TLC41,Durham,2020,9139,10613
TLC41,Durham,2021,9743,11383
TLC41,Durham,2022,10569,12211
TLC41,Durham,2023,12123,13741
TLC42,Northumberland,1998,3034,3467
TLC42,Northumberland,1999,3028,3499
TLC42,Northumberland,2000,3078,3566
TLC42,Northumberland,2001,3187,3708
TLC42,Northumberland,2002,3440,3981
TLC42,Northumberland,2003,3561,4129
TLC42,Northumberland,2004,3824,4417
TLC42,Northumberland,2005,3953,4587
TLC42,Northumberland,2006,4159,4814
TLC42,Northumberland,2007,4244,4942
TLC42,Northumberland,2008,4379,5070
TLC42,Northumberland,2009,4293,4922
TLC42,Northumberland,2010,4401,5102
TLC42,Northumberland,2011,4501,5289
TLC42,Northumberland,2012,4533,5345
TLC42,Northumberland,2013,4503,5382
TLC42,Northumberland,2014,4664,5560
TLC42,Northumberland,2015,4745,5655
TLC42,Northumberland,2016,4901,5839
TLC42,Northumberland,2017,4991,5983
TLC42,Northumberland,2018,5032,6097
TLC42,Northumberland,2019,5378,6446
TLC42,Northumberland,2020,5072,5932
TLC42,Northumberland,2021,5514,6441
TLC42,Northumberland,2022,6089,7106
TLC42,Northumberland,2023,6605,7633
TLC43,Tyneside,1998,10077,11282
TLC43,Tyneside,1999,10092,11376
TLC43,Tyneside,2000,10375,11708
TLC43,Tyneside,2001,11096,12497
TLC43,Tyneside,2002,11983,13442
TLC43,Tyneside,2003,12595,14111
TLC43,Tyneside,2004,13788,15387
TLC43,Tyneside,2005,14634,16264
TLC43,Tyneside,2006,15353,17030
TLC43,Tyneside,2007,15554,17358
TLC43,Tyneside,2008,15726,17526
TLC43,Tyneside,2009,15362,17007
TLC43,Tyneside,2010,15875,17714
TLC43,Tyneside,2011,16493,18581
TLC43,Tyneside,2012,17098,19259
TLC43,Tyneside,2013,16907,19243
TLC43,Tyneside,2014,17458,19844
TLC43,Tyneside,2015,18199,20620
TLC43,Tyneside,2016,18619,21153
TLC43,Tyneside,2017,19390,22052
TLC43,Tyneside,2018,19530,22381
TLC43,Tyneside,2019,20495,23341
TLC43,Tyneside,2020,18765,21095
TLC43,Tyneside,2021,21170,23691
TLC43,Tyneside,2022,22882,25749
TLC43,Tyneside,2023,25474,28301
TLC44,Sunderland,1998,3497,3929
TLC44,Sunderland,1999,3424,3884
TLC44,Sunderland,2000,3556,4040
TLC44,Sunderland,2001,3755,4270
TLC44,Sunderland,2002,4044,4579
TLC44,Sunderland,2003,4227,4778
TLC44,Sunderland,2004,4657,5232
TLC44,Sunderland,2005,4903,5488
TLC44,Sunderland,2006,5163,5763
TLC44,Sunderland,2007,5184,5821
TLC44,Sunderland,2008,5359,5982
TLC44,Sunderland,2009,5458,6016
TLC44,Sunderland,2010,5391,6011
TLC44,Sunderland,2011,5449,6150
TLC44,Sunderland,2012,5602,6312
TLC44,Sunderland,2013,6077,6861
TLC44,Sunderland,2014,6314,7104
TLC44,Sunderland,2015,6480,7285
TLC44,Sunderland,2016,6555,7386
TLC44,Sunderland,2017,6869,7722
TLC44,Sunderland,2018,6790,7721
TLC44,Sunderland,2019,7210,8121
TLC44,Sunderland,2020,6290,7097
TLC44,Sunderland,2021,6509,7378
TLC44,Sunderland,2022,7115,8115
TLC44,Sunderland,2023,7961,8949
TLD13,Cumberland,1998,3684,4120
TLD13,Cumberland,1999,3880,4350
TLD13,Cumberland,2000,3708,4197
TLD13,Cumberland,2001,3773,4278
TLD13,Cumberland,2002,3945,4469
TLD13,Cumberland,2003,4187,4741
TLD13,Cumberland,2004,4254,4818
TLD13,Cumberland,2005,4587,5188
TLD13,Cumberland,2006,4939,5543
TLD13,Cumberland,2007,5021,5661
TLD13,Cumberland,2008,5428,6079
TLD13,Cumberland,2009,5317,5918
TLD13,Cumberland,2010,5441,6109
TLD13,Cumberland,2011,5337,6059
TLD13,Cumberland,2012,5462,6197
TLD13,Cumberland,2013,5785,6551
TLD13,Cumberland,2014,6086,6907
TLD13,Cumberland,2015,6210,7040
TLD13,Cumberland,2016,6054,6962
TLD13,Cumberland,2017,5977,6918
TLD13,Cumberland,2018,6068,6919
TLD13,Cumberland,2019,6268,7176
TLD13,Cumberland,2020,5600,6438
TLD13,Cumberland,2021,5741,6617
TLD13,Cumberland,2022,6700,7624
TLD13,Cumberland,2023,7310,8213
TLD14,Westmorland and Furness,1998,2865,3290
TLD14,Westmorland and Furness,1999,2877,3336
TLD14,Westmorland and Furness,2000,2993,3470
TLD14,Westmorland and Furness,2001,2958,3452
TLD14,Westmorland and Furness,2002,3205,3718
TLD14,Westmorland and Furness,2003,3473,4012
TLD14,Westmorland and Furness,2004,3657,4209
TLD14,Westmorland and Furness,2005,3708,4295
TLD14,Westmorland and Furness,2006,4029,4619
TLD14,Westmorland and Furness,2007,4188,4806
TLD14,Westmorland and Furness,2008,4450,5070
TLD14,Westmorland and Furness,2009,4319,4899
TLD14,Westmorland and Furness,2010,4415,5046
TLD14,Westmorland and Furness,2011,4442,5114
TLD14,Westmorland and Furness,2012,4705,5391
TLD14,Westmorland and Furness,2013,4731,5434
TLD14,Westmorland and Furness,2014,4928,5672
TLD14,Westmorland and Furness,2015,5215,5971
TLD14,Westmorland and Furness,2016,5246,6063
TLD14,Westmorland and Furness,2017,5517,6371
TLD14,Westmorland and Furness,2018,5693,6484
TLD14,Westmorland and Furness,2019,6155,6999
TLD14,Westmorland and Furness,2020,5806,6569
TLD14,Westmorland and Furness,2021,6239,7019
TLD14,Westmorland and Furness,2022,7036,7826
TLD14,Westmorland and Furness,2023,7746,8527
TLD33,Manchester,1998,8872,9607
TLD33,Manchester,1999,9308,10102
TLD33,Manchester,2000,9541,10388
TLD33,Manchester,2001,10315,11142
TLD33,Manchester,2002,10955,11809
TLD33,Manchester,2003,11565,12456
TLD33,Manchester,2004,12472,13476
TLD33,Manchester,2005,13499,14527
TLD33,Manchester,2006,14477,15530
TLD33,Manchester,2007,15250,16445
TLD33,Manchester,2008,15563,16753
TLD33,Manchester,2009,16067,17170
TLD33,Manchester,2010,16549,17774
TLD33,Manchester,2011,16589,18036
TLD33,Manchester,2012,17379,18898
TLD33,Manchester,2013,17834,19424
TLD33,Manchester,2014,18407,20083
TLD33,Manchester,2015,19354,21108
TLD33,Manchester,2016,20597,22450
TLD33,Manchester,2017,22675,24581
TLD33,Manchester,2018,23478,25375
TLD33,Manchester,2019,25282,27244
TLD33,Manchester,2020,24894,26441
TLD33,Manchester,2021,27333,29064
TLD33,Manchester,2022,32274,34392
TLD33,Manchester,2023,35873,38037
TLD34,Greater Manchester South West,1998,7574,8347
TLD34,Greater Manchester South West,1999,7944,8767
TLD34,Greater Manchester South West,2000,8172,9023
TLD34,Greater Manchester South West,2001,8706,9565
TLD34,Greater Manchester South West,2002,9122,10023
TLD34,Greater Manchester South West,2003,9544,10497
TLD34,Greater Manchester South West,2004,10058,11085
TLD34,Greater Manchester South West,2005,10712,11757
TLD34,Greater Manchester South West,2006,11287,12371
TLD34,Greater Manchester South West,2007,11832,12983
TLD34,Greater Manchester South West,2008,12108,13220
TLD34,Greater Manchester South West,2009,11965,12981
TLD34,Greater Manchester South West,2010,12085,13229
TLD34,Greater Manchester South West,2011,12134,13421
TLD34,Greater Manchester South West,2012,12741,14088
TLD34,Greater Manchester South West,2013,13638,15037
TLD34,Greater Manchester South West,2014,14188,15655
TLD34,Greater Manchester South West,2015,14802,16310
TLD34,Greater Manchester South West,2016,14954,16534
TLD34,Greater Manchester South West,2017,15727,17366
TLD34,Greater Manchester South West,2018,16805,18451
TLD34,Greater Manchester South West,2019,17440,19121
TLD34,Greater Manchester South West,2020,17818,19292
TLD34,Greater Manchester South West,2021,19287,21004
TLD34,Greater Manchester South West,2022,21408,23271
TLD34,Greater Manchester South West,2023,23052,24829
TLD35,Greater Manchester South East,1998,5462,6258
TLD35,Greater Manchester South East,1999,5758,6607
TLD35,Greater Manchester South East,2000,5963,6838
TLD35,Greater Manchester South East,2001,6222,7110
TLD35,Greater Manchester South East,2002,6473,7403
TLD35,Greater Manchester South East,2003,6742,7724
TLD35,Greater Manchester South East,2004,6973,8016
TLD35,Greater Manchester South East,2005,7355,8405
TLD35,Greater Manchester South East,2006,7653,8720
TLD35,Greater Manchester South East,2007,8030,9139
TLD35,Greater Manchester South East,2008,8275,9373
TLD35,Greater Manchester South East,2009,8335,9347
TLD35,Greater Manchester South East,2010,8352,9466
TLD35,Greater Manchester South East,2011,8253,9519
TLD35,Greater Manchester South East,2012,8534,9854
TLD35,Greater Manchester South East,2013,8719,10072
TLD35,Greater Manchester South East,2014,8809,10215
TLD35,Greater Manchester South East,2015,8861,10321
TLD35,Greater Manchester South East,2016,9096,10613
TLD35,Greater Manchester South East,2017,9826,11380
TLD35,Greater Manchester South East,2018,10202,11735
TLD35,Greater Manchester South East,2019,10322,11890
TLD35,Greater Manchester South East,2020,10487,11889
TLD35,Greater Manchester South East,2021,10852,12411
TLD35,Greater Manchester South East,2022,12187,13874
TLD35,Greater Manchester South East,2023,13401,15060
TLD36,Greater Manchester North West,1998,5584,6506
TLD36,Greater Manchester North West,1999,5827,6813
TLD36,Greater Manchester North West,2000,5946,6964
TLD36,Greater Manchester North West,2001,6287,7330
TLD36,Greater Manchester North West,2002,6486,7581
TLD36,Greater Manchester North West,2003,6745,7907
TLD36,Greater Manchester North West,2004,7049,8279
TLD36,Greater Manchester North West,2005,7474,8713
TLD36,Greater Manchester North West,2006,7820,9082
TLD36,Greater Manchester North West,2007,8137,9441
TLD36,Greater Manchester North West,2008,8085,9389
TLD36,Greater Manchester North West,2009,8081,9299
TLD36,Greater Manchester North West,2010,8174,9519
TLD36,Greater Manchester North West,2011,8186,9711
TLD36,Greater Manchester North West,2012,8552,10145
TLD36,Greater Manchester North West,2013,9061,10712
TLD36,Greater Manchester North West,2014,9282,11000
TLD36,Greater Manchester North West,2015,9780,11556
TLD36,Greater Manchester North West,2016,10069,11922
TLD36,Greater Manchester North West,2017,10583,12470
TLD36,Greater Manchester North West,2018,11017,12887
TLD36,Greater Manchester North West,2019,11008,12919
TLD36,Greater Manchester North West,2020,11315,13045
TLD36,Greater Manchester North West,2021,11709,13630
TLD36,Greater Manchester North West,2022,12729,14778
TLD36,Greater Manchester North West,2023,14172,16237
TLD37,Greater Manchester North East,1998,5720,6703
TLD37,Greater Manchester North East,1999,6007,7061
TLD37,Greater Manchester North East,2000,6171,7259
TLD37,Greater Manchester North East,2001,6458,7560
TLD37,Greater Manchester North East,2002,6743,7896
TLD37,Greater Manchester North East,2003,6944,8164
TLD37,Greater Manchester North East,2004,7287,8576
TLD37,Greater Manchester North East,2005,7684,8984
TLD37,Greater Manchester North East,2006,7992,9313
TLD37,Greater Manchester North East,2007,8369,9733
TLD37,Greater Manchester North East,2008,8458,9815
TLD37,Greater Manchester North East,2009,8343,9605
TLD37,Greater Manchester North East,2010,8512,9899
TLD37,Greater Manchester North East,2011,8535,10110
TLD37,Greater Manchester North East,2012,8878,10519
TLD37,Greater Manchester North East,2013,9191,10883
TLD37,Greater Manchester North East,2014,9361,11117
TLD37,Greater Manchester North East,2015,9771,11593
TLD37,Greater Manchester North East,2016,9927,11819
TLD37,Greater Manchester North East,2017,10417,12374
TLD37,Greater Manchester North East,2018,10741,12693
TLD37,Greater Manchester North East,2019,11331,13343
TLD37,Greater Manchester North East,2020,10975,12759
TLD37,Greater Manchester North East,2021,11270,13260
TLD37,Greater Manchester North East,2022,12500,14640
TLD37,Greater Manchester North East,2023,13852,15989
TLD41,Blackburn with Darwen,1998,1528,1753
TLD41,Blackburn with Darwen,1999,1583,1821
TLD41,Blackburn with Darwen,2000,1596,1843
TLD41,Blackburn with Darwen,2001,1634,1885
TLD41,Blackburn with Darwen,2002,1714,1980
TLD41,Blackburn with Darwen,2003,1851,2135
TLD41,Blackburn with Darwen,2004,1940,2243
TLD41,Blackburn with Darwen,2005,1992,2300
TLD41,Blackburn with Darwen,2006,2050,2365
TLD41,Blackburn with Darwen,2007,2145,2472
TLD41,Blackburn with Darwen,2008,2219,2547
TLD41,Blackburn with Darwen,2009,2164,2466
TLD41,Blackburn with Darwen,2010,2252,2597
TLD41,Blackburn with Darwen,2011,2308,2694
TLD41,Blackburn with Darwen,2012,2451,2837
TLD41,Blackburn with Darwen,2013,2528,2916
TLD41,Blackburn with Darwen,2014,2659,3065
TLD41,Blackburn with Darwen,2015,2827,3241
TLD41,Blackburn with Darwen,2016,2974,3391
TLD41,Blackburn with Darwen,2017,3022,3452
TLD41,Blackburn with Darwen,2018,3052,3506
TLD41,Blackburn with Darwen,2019,3150,3604
TLD41,Blackburn with Darwen,2020,3107,3521
TLD41,Blackburn with Darwen,2021,3483,3977
TLD41,Blackburn with Darwen,2022,3852,4409
TLD41,Blackburn with Darwen,2023,4160,4723
TLD42,Blackpool,1998,1275,1500
TLD42,Blackpool,1999,1309,1550
TLD42,Blackpool,2000,1339,1588
TLD42,Blackpool,2001,1406,1659
TLD42,Blackpool,2002,1485,1751
TLD42,Blackpool,2003,1614,1898
TLD42,Blackpool,2004,1740,2042
TLD42,Blackpool,2005,1816,2122
TLD42,Blackpool,2006,1867,2179
TLD42,Blackpool,2007,1906,2228
TLD42,Blackpool,2008,1917,2234
TLD42,Blackpool,2009,1848,2136
TLD42,Blackpool,2010,1932,2262
TLD42,Blackpool,2011,1943,2310
TLD42,Blackpool,2012,2008,2374
TLD42,Blackpool,2013,2053,2420
TLD42,Blackpool,2014,2115,2495
TLD42,Blackpool,2015,2230,2611
TLD42,Blackpool,2016,2370,2752
TLD42,Blackpool,2017,2513,2906
TLD42,Blackpool,2018,2614,3028
TLD42,Blackpool,2019,2847,3260
TLD42,Blackpool,2020,2667,3036
TLD42,Blackpool,2021,2807,3238
TLD42,Blackpool,2022,3147,3631
TLD42,Blackpool,2023,3310,3796
TLD44,Lancaster and Wyre,1998,2356,2779
TLD44,Lancaster and Wyre,1999,2423,2878
TLD44,Lancaster and Wyre,2000,2396,2867
TLD44,Lancaster and Wyre,2001,2447,2940
TLD44,Lancaster and Wyre,2002,2607,3135
TLD44,Lancaster and Wyre,2003,2901,3465
TLD44,Lancaster and Wyre,2004,3091,3684
TLD44,Lancaster and Wyre,2005,3290,3907
TLD44,Lancaster and Wyre,2006,3468,4095
TLD44,Lancaster and Wyre,2007,3585,4229
TLD44,Lancaster and Wyre,2008,3663,4305
TLD44,Lancaster and Wyre,2009,3370,3951
TLD44,Lancaster and Wyre,2010,3364,4021
TLD44,Lancaster and Wyre,2011,3402,4130
TLD44,Lancaster and Wyre,2012,3540,4267
TLD44,Lancaster and Wyre,2013,3746,4507
TLD44,Lancaster and Wyre,2014,3818,4611
TLD44,Lancaster and Wyre,2015,4206,5014
TLD44,Lancaster and Wyre,2016,4255,5063
TLD44,Lancaster and Wyre,2017,4303,5125
TLD44,Lancaster and Wyre,2018,4372,5226
TLD44,Lancaster and Wyre,2019,4619,5473
TLD44,Lancaster and Wyre,2020,4491,5257
TLD44,Lancaster and Wyre,2021,4705,5646
TLD44,Lancaster and Wyre,2022,5249,6308
TLD44,Lancaster and Wyre,2023,5894,6949
TLD45,Mid Lancashire,1998,6837,7489
TLD45,Mid Lancashire,1999,7172,7875
TLD45,Mid Lancashire,2000,7457,8188
TLD45,Mid Lancashire,2001,7766,8502
TLD45,Mid Lancashire,2002,8102,8875
TLD45,Mid Lancashire,2003,8775,9600
TLD45,Mid Lancashire,2004,9372,10248
TLD45,Mid Lancashire,2005,9669,10567
TLD45,Mid Lancashire,2006,9792,10713
TLD45,Mid Lancashire,2007,10288,11249
TLD45,Mid Lancashire,2008,10404,11362
TLD45,Mid Lancashire,2009,9857,10738
TLD45,Mid Lancashire,2010,9931,10929
TLD45,Mid Lancashire,2011,10105,11218
TLD45,Mid Lancashire,2012,10500,11613
TLD45,Mid Lancashire,2013,10776,11915
TLD45,Mid Lancashire,2014,11047,12254
TLD45,Mid Lancashire,2015,11640,12857
TLD45,Mid Lancashire,2016,12223,13451
TLD45,Mid Lancashire,2017,12518,13779
TLD45,Mid Lancashire,2018,12266,13581
TLD45,Mid Lancashire,2019,12490,13814
TLD45,Mid Lancashire,2020,12230,13402
TLD45,Mid Lancashire,2021,13616,15025
TLD45,Mid Lancashire,2022,14699,16290
TLD45,Mid Lancashire,2023,15892,17487
TLD46,East Lancashire,1998,3453,4009
TLD46,East Lancashire,1999,3640,4235
TLD46,East Lancashire,2000,3676,4294
TLD46,East Lancashire,2001,3772,4398
TLD46,East Lancashire,2002,3892,4546
TLD46,East Lancashire,2003,4151,4843
TLD46,East Lancashire,2004,4357,5087
TLD46,East Lancashire,2005,4519,5258
TLD46,East Lancashire,2006,4635,5389
TLD46,East Lancashire,2007,4825,5604
TLD46,East Lancashire,2008,4892,5670
TLD46,East Lancashire,2009,4604,5322
TLD46,East Lancashire,2010,4754,5567
TLD46,East Lancashire,2011,4924,5826
TLD46,East Lancashire,2012,5107,6005
TLD46,East Lancashire,2013,5148,6059
TLD46,East Lancashire,2014,5402,6355
TLD46,East Lancashire,2015,5538,6504
TLD46,East Lancashire,2016,5857,6838
TLD46,East Lancashire,2017,6027,7037
TLD46,East Lancashire,2018,6130,7199
TLD46,East Lancashire,2019,6250,7311
TLD46,East Lancashire,2020,5855,6819
TLD46,East Lancashire,2021,6478,7623
TLD46,East Lancashire,2022,6894,8166
TLD46,East Lancashire,2023,7394,8662
TLD47,Chorley and West Lancashire,1998,2236,2609
TLD47,Chorley and West Lancashire,1999,2307,2709
TLD47,Chorley and West Lancashire,2000,2368,2785
TLD47,Chorley and West Lancashire,2001,2463,2885
TLD47,Chorley and West Lancashire,2002,2622,3066
TLD47,Chorley and West Lancashire,2003,2798,3269
TLD47,Chorley and West Lancashire,2004,2946,3445
TLD47,Chorley and West Lancashire,2005,2984,3500
TLD47,Chorley and West Lancashire,2006,3049,3580
TLD47,Chorley and West Lancashire,2007,3212,3758
TLD47,Chorley and West Lancashire,2008,3326,3878
TLD47,Chorley and West Lancashire,2009,3291,3802
TLD47,Chorley and West Lancashire,2010,3426,4004
TLD47,Chorley and West Lancashire,2011,3465,4103
TLD47,Chorley and West Lancashire,2012,3521,4157
TLD47,Chorley and West Lancashire,2013,3564,4208
TLD47,Chorley and West Lancashire,2014,3761,4431
TLD47,Chorley and West Lancashire,2015,3885,4569
TLD47,Chorley and West Lancashire,2016,4222,4919
TLD47,Chorley and West Lancashire,2017,4387,5106
TLD47,Chorley and West Lancashire,2018,4537,5292
TLD47,Chorley and West Lancashire,2019,4908,5670
TLD47,Chorley and West Lancashire,2020,4696,5373
TLD47,Chorley and West Lancashire,2021,5293,6101
TLD47,Chorley and West Lancashire,2022,5743,6656
TLD47,Chorley and West Lancashire,2023,6425,7327
TLD61,Warrington,1998,3632,4023
TLD61,Warrington,1999,3689,4111
TLD61,Warrington,2000,3872,4312
TLD61,Warrington,2001,4257,4720
TLD61,Warrington,2002,4441,4928
TLD61,Warrington,2003,4590,5103
TLD61,Warrington,2004,4741,5283
TLD61,Warrington,2005,5053,5609
TLD61,Warrington,2006,5292,5868
TLD61,Warrington,2007,5585,6189
TLD61,Warrington,2008,5545,6132
TLD61,Warrington,2009,5285,5834
TLD61,Warrington,2010,5405,6001
TLD61,Warrington,2011,5510,6173
TLD61,Warrington,2012,5683,6356
TLD61,Warrington,2013,5984,6695
TLD61,Warrington,2014,6330,7093
TLD61,Warrington,2015,6687,7469
TLD61,Warrington,2016,6966,7846
TLD61,Warrington,2017,7540,8432
TLD61,Warrington,2018,7612,8502
TLD61,Warrington,2019,8142,9078
TLD61,Warrington,2020,8108,8949
TLD61,Warrington,2021,8520,9445
TLD61,Warrington,2022,9364,10365
TLD61,Warrington,2023,10470,11474
TLD62,Cheshire East,1998,5940,6597
TLD62,Cheshire East,1999,6218,6922
TLD62,Cheshire East,2000,6458,7194
TLD62,Cheshire East,2001,7542,8284
TLD62,Cheshire East,2002,7771,8549
TLD62,Cheshire East,2003,7484,8312
TLD62,Cheshire East,2004,8357,9233
TLD62,Cheshire East,2005,8884,9797
TLD62,Cheshire East,2006,9575,10489
TLD62,Cheshire East,2007,9769,10736
TLD62,Cheshire East,2008,9700,10657
TLD62,Cheshire East,2009,9452,10338
TLD62,Cheshire East,2010,9837,10795
TLD62,Cheshire East,2011,10303,11386
TLD62,Cheshire East,2012,10864,11970
TLD62,Cheshire East,2013,11154,12287
TLD62,Cheshire East,2014,11826,13044
TLD62,Cheshire East,2015,12344,13589
TLD62,Cheshire East,2016,13371,14781
TLD62,Cheshire East,2017,13343,14751
TLD62,Cheshire East,2018,13775,15186
TLD62,Cheshire East,2019,14237,15708
TLD62,Cheshire East,2020,13770,15139
TLD62,Cheshire East,2021,13810,15357
TLD62,Cheshire East,2022,15524,17194
TLD62,Cheshire East,2023,16927,18593
TLD63,Cheshire West and Chester,1998,4890,5492
TLD63,Cheshire West and Chester,1999,5270,5912
TLD63,Cheshire West and Chester,2000,5213,5879
TLD63,Cheshire West and Chester,2001,5724,6399
TLD63,Cheshire West and Chester,2002,5829,6539
TLD63,Cheshire West and Chester,2003,6240,7002
TLD63,Cheshire West and Chester,2004,6426,7237
TLD63,Cheshire West and Chester,2005,6704,7542
TLD63,Cheshire West and Chester,2006,7230,8079
TLD63,Cheshire West and Chester,2007,7760,8642
TLD63,Cheshire West and Chester,2008,7861,8739
TLD63,Cheshire West and Chester,2009,8187,9001
TLD63,Cheshire West and Chester,2010,8642,9514
TLD63,Cheshire West and Chester,2011,8514,9488
TLD63,Cheshire West and Chester,2012,8675,9659
TLD63,Cheshire West and Chester,2013,9023,10028
TLD63,Cheshire West and Chester,2014,9497,10561
TLD63,Cheshire West and Chester,2015,9235,10365
TLD63,Cheshire West and Chester,2016,9598,10869
TLD63,Cheshire West and Chester,2017,10436,11705
TLD63,Cheshire West and Chester,2018,10645,11935
TLD63,Cheshire West and Chester,2019,11307,12657
TLD63,Cheshire West and Chester,2020,10514,11784
TLD63,Cheshire West and Chester,2021,11715,13134
TLD63,Cheshire West and Chester,2022,12894,14414
TLD63,Cheshire West and Chester,2023,14193,15734
TLD71,East Merseyside,1998,5485,6133
TLD71,East Merseyside,1999,5737,6434
TLD71,East Merseyside,2000,5924,6651
TLD71,East Merseyside,2001,6201,6939
TLD71,East Merseyside,2002,6461,7232
TLD71,East Merseyside,2003,6903,7717
TLD71,East Merseyside,2004,7091,7957
TLD71,East Merseyside,2005,7298,8180
TLD71,East Merseyside,2006,7839,8753
TLD71,East Merseyside,2007,7897,8840
TLD71,East Merseyside,2008,8260,9189
TLD71,East Merseyside,2009,8249,9114
TLD71,East Merseyside,2010,8512,9603
TLD71,East Merseyside,2011,8580,9773
TLD71,East Merseyside,2012,8437,9601
TLD71,East Merseyside,2013,8869,10132
TLD71,East Merseyside,2014,9356,10651
TLD71,East Merseyside,2015,9670,10977
TLD71,East Merseyside,2016,9935,11286
TLD71,East Merseyside,2017,10260,11703
TLD71,East Merseyside,2018,10330,11907
TLD71,East Merseyside,2019,10789,12391
TLD71,East Merseyside,2020,10116,11482
TLD71,East Merseyside,2021,11105,12815
TLD71,East Merseyside,2022,11828,13662
TLD71,East Merseyside,2023,12891,14695
TLD72,Liverpool,1998,5968,6561
TLD72,Liverpool,1999,6289,6925
