itlCode,itlName,year,gvaMillionGbp,gdpMillionGbp
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,90287,98832
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2018,94747,103692
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,100173,109649
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,101020,108869
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2021,104990,113874
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2022,111615,121583
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2023,120544,130196
TLJ2,"Surrey, East and West Sussex",1998,41853,46929
TLJ2,"Surrey, East and West Sussex",1999,44526,50031
TLJ2,"Surrey, East and West Sussex",2000,46608,52460
TLJ2,"Surrey, East and West Sussex",2001,48382,54308
TLJ2,"Surrey, East and West Sussex",2002,50199,56327
TLJ2,"Surrey, East and West Sussex",2003,52021,58361
TLJ2,"Surrey, East and West Sussex",2004,53338,60059
TLJ2,"Surrey, East and West Sussex",2005,55807,62653
TLJ2,"Surrey, East and West Sussex",2006,59610,66926
TLJ2,"Surrey, East and West Sussex",2007,61696,69566
TLJ2,"Surrey, East and West Sussex",2008,65237,72930
TLJ2,"Surrey, East and West Sussex",2009,64244,71375
TLJ2,"Surrey, East and West Sussex",2010,65690,73978
TLJ2,"Surrey, East and West Sussex",2011,66325,75386
TLJ2,"Surrey, East and West Sussex",2012,69234,78370
TLJ2,"Surrey, East and West Sussex",2013,71973,81678
TLJ2,"Surrey, East and West Sussex",2014,74770,84975
TLJ2,"Surrey, East and West Sussex",2015,77766,87735
TLJ2,"Surrey, East and West Sussex",2016,79789,90214
TLJ2,"Surrey, East and West Sussex",2017,82628,93600
TLJ2,"Surrey, East and West Sussex",2018,84660,95688
TLJ2,"Surrey, East and West Sussex",2019,88798,100308
TLJ2,"Surrey, East and West Sussex",2020,86419,96313
TLJ2,"Surrey, East and West Sussex",2021,89792,100685
TLJ2,"Surrey, East and West Sussex",2022,97570,110145
TLJ2,"Surrey, East and West Sussex",2023,106371,118815
TLJ3,Hampshire and Isle of Wight,1998,27939,30955
TLJ3,Hampshire and Isle of Wight,1999,28469,31692
TLJ3,Hampshire and Isle of Wight,2000,30032,33412
TLJ3,Hampshire and Isle of Wight,2001,31623,35166
TLJ3,Hampshire and Isle of Wight,2002,33262,36892
TLJ3,Hampshire and Isle of Wight,2003,34538,38290
TLJ3,Hampshire and Isle of Wight,2004,36529,40499
TLJ3,Hampshire and Isle of Wight,2005,38392,42517
TLJ3,Hampshire and Isle of Wight,2006,39544,43895
TLJ3,Hampshire and Isle of Wight,2007,41693,46251
TLJ3,Hampshire and Isle of Wight,2008,43823,48246
TLJ3,Hampshire and Isle of Wight,2009,43518,47621
TLJ3,Hampshire and Isle of Wight,2010,45093,49921
TLJ3,Hampshire and Isle of Wight,2011,46580,51939
TLJ3,Hampshire and Isle of Wight,2012,48054,53651
TLJ3,Hampshire and Isle of Wight,2013,49819,55834
TLJ3,Hampshire and Isle of Wight,2014,51471,57722
TLJ3,Hampshire and Isle of Wight,2015,53006,59544
TLJ3,Hampshire and Isle of Wight,2016,54051,61310
TLJ3,Hampshire and Isle of Wight,2017,56633,64445
TLJ3,Hampshire and Isle of Wight,2018,58075,66103
TLJ3,Hampshire and Isle of Wight,2019,62015,69882
TLJ3,Hampshire and Isle of Wight,2020,59704,66489
TLJ3,Hampshire and Isle of Wight,2021,62717,70697
TLJ3,Hampshire and Isle of Wight,2022,66842,75491
TLJ3,Hampshire and Isle of Wight,2023,72622,81047
TLJ4,Kent,1998,21043,23462
TLJ4,Kent,1999,21788,24433
TLJ4,Kent,2000,22337,25221
TLJ4,Kent,2001,23267,26203
TLJ4,Kent,2002,24302,27241
TLJ4,Kent,2003,25674,28750
TLJ4,Kent,2004,26946,30251
TLJ4,Kent,2005,28521,31964
TLJ4,Kent,2006,29302,32936
TLJ4,Kent,2007,30440,34318
TLJ4,Kent,2008,32576,36329
TLJ4,Kent,2009,31103,34578
TLJ4,Kent,2010,32010,36224
TLJ4,Kent,2011,33020,37705
TLJ4,Kent,2012,33783,38736
TLJ4,Kent,2013,34898,40169
TLJ4,Kent,2014,36318,41761
TLJ4,Kent,2015,38151,43832
TLJ4,Kent,2016,39934,46010
TLJ4,Kent,2017,41319,47492
TLJ4,Kent,2018,42908,49220
TLJ4,Kent,2019,45250,51617
TLJ4,Kent,2020,44341,49811
TLJ4,Kent,2021,46250,52757
TLJ4,Kent,2022,50117,57207
TLJ4,Kent,2023,54965,61749
TLK3,Cornwall and Isles of Scilly,1998,4926,5613
TLK3,Cornwall and Isles of Scilly,1999,5079,5819
TLK3,Cornwall and Isles of Scilly,2000,5373,6155
TLK3,Cornwall and Isles of Scilly,2001,5663,6467
TLK3,Cornwall and Isles of Scilly,2002,6117,6973
TLK3,Cornwall and Isles of Scilly,2003,6644,7558
TLK3,Cornwall and Isles of Scilly,2004,6894,7858
TLK3,Cornwall and Isles of Scilly,2005,7262,8357
TLK3,Cornwall and Isles of Scilly,2006,7778,8922
TLK3,Cornwall and Isles of Scilly,2007,7931,9141
TLK3,Cornwall and Isles of Scilly,2008,8374,9575
TLK3,Cornwall and Isles of Scilly,2009,7970,9062
TLK3,Cornwall and Isles of Scilly,2010,8055,9285
TLK3,Cornwall and Isles of Scilly,2011,8300,9653
TLK3,Cornwall and Isles of Scilly,2012,8568,10026
TLK3,Cornwall and Isles of Scilly,2013,8843,10419
TLK3,Cornwall and Isles of Scilly,2014,9173,10763
TLK3,Cornwall and Isles of Scilly,2015,9469,10979
TLK3,Cornwall and Isles of Scilly,2016,9942,11570
TLK3,Cornwall and Isles of Scilly,2017,10859,12484
TLK3,Cornwall and Isles of Scilly,2018,11152,13008
TLK3,Cornwall and Isles of Scilly,2019,11481,13526
TLK3,Cornwall and Isles of Scilly,2020,11001,12509
TLK3,Cornwall and Isles of Scilly,2021,12694,14416
TLK3,Cornwall and Isles of Scilly,2022,13532,15737
TLK3,Cornwall and Isles of Scilly,2023,14451,16616
TLK4,Devon,1998,12615,14180
TLK4,Devon,1999,13240,14927
TLK4,Devon,2000,13566,15325
TLK4,Devon,2001,14178,15981
TLK4,Devon,2002,14898,16786
TLK4,Devon,2003,15757,17757
TLK4,Devon,2004,17131,19278
TLK4,Devon,2005,17792,20054
TLK4,Devon,2006,18811,21166
TLK4,Devon,2007,19066,21546
TLK4,Devon,2008,19806,22252
TLK4,Devon,2009,19391,21637
TLK4,Devon,2010,20079,22667
TLK4,Devon,2011,20436,23328
TLK4,Devon,2012,20875,23992
TLK4,Devon,2013,21643,24898
TLK4,Devon,2014,22350,25808
TLK4,Devon,2015,23051,26635
TLK4,Devon,2016,23795,27392
TLK4,Devon,2017,24752,28601
TLK4,Devon,2018,25144,29181
TLK4,Devon,2019,26065,30049
TLK4,Devon,2020,24421,27877
TLK4,Devon,2021,28539,32434
TLK4,Devon,2022,30709,35209
TLK4,Devon,2023,33147,37575
TLK5,West of England,1998,13386,14661
TLK5,West of England,1999,14052,15421
TLK5,West of England,2000,14894,16346
TLK5,West of England,2001,16099,17552
TLK5,West of England,2002,16879,18398
TLK5,West of England,2003,17746,19354
TLK5,West of England,2004,18646,20448
TLK5,West of England,2005,19310,21168
TLK5,West of England,2006,20193,22157
TLK5,West of England,2007,21393,23482
TLK5,West of England,2008,22525,24580
TLK5,West of England,2009,22660,24522
TLK5,West of England,2010,23557,25681
TLK5,West of England,2011,23771,26178
TLK5,West of England,2012,24898,27400
TLK5,West of England,2013,25280,27849
TLK5,West of England,2014,26883,29612
TLK5,West of England,2015,27561,30374
TLK5,West of England,2016,29073,32076
TLK5,West of England,2017,30317,33552
TLK5,West of England,2018,30757,34161
TLK5,West of England,2019,32362,35867
TLK5,West of England,2020,31551,34586
TLK5,West of England,2021,35387,39050
TLK5,West of England,2022,38792,42590
TLK5,West of England,2023,43376,47109
TLK6,"North Somerset, Somerset and Dorset",1998,17405,19520
TLK6,"North Somerset, Somerset and Dorset",1999,18414,20693
TLK6,"North Somerset, Somerset and Dorset",2000,19407,21793
TLK6,"North Somerset, Somerset and Dorset",2001,19838,22251
TLK6,"North Somerset, Somerset and Dorset",2002,20468,23004
TLK6,"North Somerset, Somerset and Dorset",2003,21421,24125
TLK6,"North Somerset, Somerset and Dorset",2004,22463,25365
TLK6,"North Somerset, Somerset and Dorset",2005,23749,26826
TLK6,"North Somerset, Somerset and Dorset",2006,24794,28023
TLK6,"North Somerset, Somerset and Dorset",2007,25437,28846
TLK6,"North Somerset, Somerset and Dorset",2008,26832,30204
TLK6,"North Somerset, Somerset and Dorset",2009,26155,29252
TLK6,"North Somerset, Somerset and Dorset",2010,26555,30144
TLK6,"North Somerset, Somerset and Dorset",2011,27033,30876
TLK6,"North Somerset, Somerset and Dorset",2012,27701,31574
TLK6,"North Somerset, Somerset and Dorset",2013,28461,32649
TLK6,"North Somerset, Somerset and Dorset",2014,30003,34348
TLK6,"North Somerset, Somerset and Dorset",2015,30644,34918
TLK6,"North Somerset, Somerset and Dorset",2016,31720,36169
TLK6,"North Somerset, Somerset and Dorset",2017,33590,38427
TLK6,"North Somerset, Somerset and Dorset",2018,34737,39793
TLK6,"North Somerset, Somerset and Dorset",2019,35913,41268
TLK6,"North Somerset, Somerset and Dorset",2020,34749,39525
TLK6,"North Somerset, Somerset and Dorset",2021,37708,42988
TLK6,"North Somerset, Somerset and Dorset",2022,40901,46842
TLK6,"North Somerset, Somerset and Dorset",2023,44757,50646
TLK7,Gloucestershire and Wiltshire,1998,18734,20723
TLK7,Gloucestershire and Wiltshire,1999,19559,21693
TLK7,Gloucestershire and Wiltshire,2000,20392,22631
TLK7,Gloucestershire and Wiltshire,2001,21921,24206
TLK7,Gloucestershire and Wiltshire,2002,22726,25118
TLK7,Gloucestershire and Wiltshire,2003,23866,26399
TLK7,Gloucestershire and Wiltshire,2004,24885,27633
TLK7,Gloucestershire and Wiltshire,2005,25985,28866
TLK7,Gloucestershire and Wiltshire,2006,26946,29974
TLK7,Gloucestershire and Wiltshire,2007,28647,31854
TLK7,Gloucestershire and Wiltshire,2008,29903,33096
TLK7,Gloucestershire and Wiltshire,2009,29681,32606
TLK7,Gloucestershire and Wiltshire,2010,30993,34314
TLK7,Gloucestershire and Wiltshire,2011,30991,34720
TLK7,Gloucestershire and Wiltshire,2012,31831,35640
TLK7,Gloucestershire and Wiltshire,2013,32922,36836
TLK7,Gloucestershire and Wiltshire,2014,34974,39122
TLK7,Gloucestershire and Wiltshire,2015,35435,39694
TLK7,Gloucestershire and Wiltshire,2016,36189,40621
TLK7,Gloucestershire and Wiltshire,2017,37759,42505
TLK7,Gloucestershire and Wiltshire,2018,39249,44226
TLK7,Gloucestershire and Wiltshire,2019,41204,46363
TLK7,Gloucestershire and Wiltshire,2020,39108,43550
TLK7,Gloucestershire and Wiltshire,2021,42363,47735
TLK7,Gloucestershire and Wiltshire,2022,46689,52258
TLK7,Gloucestershire and Wiltshire,2023,50221,55698
TLL3,North Wales,1998,7561,8528
TLL3,North Wales,1999,7583,8624
TLL3,North Wales,2000,7945,9025
TLL3,North Wales,2001,8188,9313
TLL3,North Wales,2002,8529,9700
TLL3,North Wales,2003,9086,10329
TLL3,North Wales,2004,9630,10931
TLL3,North Wales,2005,10044,11450
TLL3,North Wales,2006,10613,12105
TLL3,North Wales,2007,10847,12390
TLL3,North Wales,2008,11075,12608
TLL3,North Wales,2009,10824,12214
TLL3,North Wales,2010,11137,12697
TLL3,North Wales,2011,11805,13520
TLL3,North Wales,2012,12198,13960
TLL3,North Wales,2013,12739,14599
TLL3,North Wales,2014,12772,14716
TLL3,North Wales,2015,13204,15187
TLL3,North Wales,2016,13630,15716
TLL3,North Wales,2017,14184,16373
TLL3,North Wales,2018,14758,17007
TLL3,North Wales,2019,15260,17582
TLL3,North Wales,2020,14489,16480
TLL3,North Wales,2021,15529,17845
TLL3,North Wales,2022,17093,19550
TLL3,North Wales,2023,18957,21477
TLL4,Mid and South West Wales,1998,8808,10021
TLL4,Mid and South West Wales,1999,8844,10152
TLL4,Mid and South West Wales,2000,9215,10562
TLL4,Mid and South West Wales,2001,9590,10989
TLL4,Mid and South West Wales,2002,9942,11397
TLL4,Mid and South West Wales,2003,10586,12134
TLL4,Mid and South West Wales,2004,11450,13064
TLL4,Mid and South West Wales,2005,11777,13590
TLL4,Mid and South West Wales,2006,12260,14190
TLL4,Mid and South West Wales,2007,12824,14834
TLL4,Mid and South West Wales,2008,13031,15039
TLL4,Mid and South West Wales,2009,12704,14529
TLL4,Mid and South West Wales,2010,13033,15061
TLL4,Mid and South West Wales,2011,13344,15580
TLL4,Mid and South West Wales,2012,13789,16053
TLL4,Mid and South West Wales,2013,14408,16808
TLL4,Mid and South West Wales,2014,14947,17451
TLL4,Mid and South West Wales,2015,15640,18203
TLL4,Mid and South West Wales,2016,16162,18857
TLL4,Mid and South West Wales,2017,16609,19461
TLL4,Mid and South West Wales,2018,17094,20066
TLL4,Mid and South West Wales,2019,17924,20987
TLL4,Mid and South West Wales,2020,16768,19379
TLL4,Mid and South West Wales,2021,17542,20537
TLL4,Mid and South West Wales,2022,19480,22754
TLL4,Mid and South West Wales,2023,20869,24279
TLL5,South East Wales,1998,16376,18537
TLL5,South East Wales,1999,16996,19312
TLL5,South East Wales,2000,17887,20264
TLL5,South East Wales,2001,18428,20833
TLL5,South East Wales,2002,19377,21840
TLL5,South East Wales,2003,20679,23265
TLL5,South East Wales,2004,21670,24471
TLL5,South East Wales,2005,22793,25717
TLL5,South East Wales,2006,24019,27141
TLL5,South East Wales,2007,25035,28321
TLL5,South East Wales,2008,25095,28371
TLL5,South East Wales,2009,25182,28159
TLL5,South East Wales,2010,25769,29121
TLL5,South East Wales,2011,26745,30466
TLL5,South East Wales,2012,27616,31439
TLL5,South East Wales,2013,28357,32399
TLL5,South East Wales,2014,29201,33413
TLL5,South East Wales,2015,29853,34147
TLL5,South East Wales,2016,31231,35748
TLL5,South East Wales,2017,32347,37063
TLL5,South East Wales,2018,33594,38465
TLL5,South East Wales,2019,35143,40189
TLL5,South East Wales,2020,33840,38286
TLL5,South East Wales,2021,35277,40361
TLL5,South East Wales,2022,38404,43691
TLL5,South East Wales,2023,41632,47011
TLM0,Eastern Scotland,1998,10496,12003
TLM0,Eastern Scotland,1999,10542,12152
TLM0,Eastern Scotland,2000,10927,12617
TLM0,Eastern Scotland,2001,11311,13078
TLM0,Eastern Scotland,2002,11849,13712
TLM0,Eastern Scotland,2003,12608,14545
TLM0,Eastern Scotland,2004,13219,15239
TLM0,Eastern Scotland,2005,13820,15989
TLM0,Eastern Scotland,2006,14931,17268
TLM0,Eastern Scotland,2007,15599,18034
TLM0,Eastern Scotland,2008,16015,18416
TLM0,Eastern Scotland,2009,15993,18171
TLM0,Eastern Scotland,2010,15898,18353
TLM0,Eastern Scotland,2011,16197,18891
TLM0,Eastern Scotland,2012,16888,19603
TLM0,Eastern Scotland,2013,17736,20480
TLM0,Eastern Scotland,2014,18504,21365
TLM0,Eastern Scotland,2015,18883,21769
TLM0,Eastern Scotland,2016,19281,22223
TLM0,Eastern Scotland,2017,20002,23019
TLM0,Eastern Scotland,2018,20124,23241
TLM0,Eastern Scotland,2019,21142,24381
TLM0,Eastern Scotland,2020,19970,22847
TLM0,Eastern Scotland,2021,21222,24656
TLM0,Eastern Scotland,2022,23024,26764
TLM0,Eastern Scotland,2023,24850,28478
TLM1,East Central Scotland,1998,15394,17017
TLM1,East Central Scotland,1999,15585,17322
TLM1,East Central Scotland,2000,16544,18373
TLM1,East Central Scotland,2001,17634,19525
TLM1,East Central Scotland,2002,18768,20748
TLM1,East Central Scotland,2003,20263,22321
TLM1,East Central Scotland,2004,21920,24104
TLM1,East Central Scotland,2005,23120,25403
TLM1,East Central Scotland,2006,24364,26849
TLM1,East Central Scotland,2007,25511,28147
TLM1,East Central Scotland,2008,25948,28515
TLM1,East Central Scotland,2009,26586,28895
TLM1,East Central Scotland,2010,26687,29306
TLM1,East Central Scotland,2011,26915,29816
TLM1,East Central Scotland,2012,27871,30817
TLM1,East Central Scotland,2013,28889,31911
TLM1,East Central Scotland,2014,30081,33236
TLM1,East Central Scotland,2015,31116,34282
TLM1,East Central Scotland,2016,33197,36467
TLM1,East Central Scotland,2017,35178,38590
TLM1,East Central Scotland,2018,36495,40046
TLM1,East Central Scotland,2019,38079,41833
TLM1,East Central Scotland,2020,36128,39497
TLM1,East Central Scotland,2021,39617,43755
TLM1,East Central Scotland,2022,44558,49126
TLM1,East Central Scotland,2023,49396,53835
TLM2,Highlands and Islands,1998,5697,6374
TLM2,Highlands and Islands,1999,5970,6707
TLM2,Highlands and Islands,2000,6166,6948
TLM2,Highlands and Islands,2001,6462,7282
TLM2,Highlands and Islands,2002,6592,7454
TLM2,Highlands and Islands,2003,7218,8127
TLM2,Highlands and Islands,2004,7800,8748
TLM2,Highlands and Islands,2005,8344,9366
TLM2,Highlands and Islands,2006,8680,9769
TLM2,Highlands and Islands,2007,8981,10127
TLM2,Highlands and Islands,2008,9579,10705
TLM2,Highlands and Islands,2009,9517,10559
TLM2,Highlands and Islands,2010,9681,10901
TLM2,Highlands and Islands,2011,10252,11565
TLM2,Highlands and Islands,2012,10389,11803
TLM2,Highlands and Islands,2013,10759,12200
TLM2,Highlands and Islands,2014,11137,12579
TLM2,Highlands and Islands,2015,11195,12649
TLM2,Highlands and Islands,2016,11305,12777
TLM2,Highlands and Islands,2017,12154,13679
TLM2,Highlands and Islands,2018,12312,13892
TLM2,Highlands and Islands,2019,12876,14607
TLM2,Highlands and Islands,2020,12116,13582
TLM2,Highlands and Islands,2021,12815,14409
TLM2,Highlands and Islands,2022,14165,15859
TLM2,Highlands and Islands,2023,15520,17129
TLM3,West Central Scotland,1998,19773,22102
TLM3,West Central Scotland,1999,20115,22672
TLM3,West Central Scotland,2000,20838,23580
TLM3,West Central Scotland,2001,22226,24981
TLM3,West Central Scotland,2002,22835,25664
TLM3,West Central Scotland,2003,24059,27019
TLM3,West Central Scotland,2004,25765,29006
TLM3,West Central Scotland,2005,27588,30890
TLM3,West Central Scotland,2006,28992,32525
TLM3,West Central Scotland,2007,29496,33263
TLM3,West Central Scotland,2008,30906,34634
TLM3,West Central Scotland,2009,30511,33904
TLM3,West Central Scotland,2010,29959,33750
TLM3,West Central Scotland,2011,30838,35079
TLM3,West Central Scotland,2012,31405,35788
TLM3,West Central Scotland,2013,32818,37359
TLM3,West Central Scotland,2014,34777,39521
TLM3,West Central Scotland,2015,35292,40084
TLM3,West Central Scotland,2016,36000,40947
TLM3,West Central Scotland,2017,38079,43311
TLM3,West Central Scotland,2018,38888,44300
TLM3,West Central Scotland,2019,40700,46212
TLM3,West Central Scotland,2020,39228,44026
TLM3,West Central Scotland,2021,42920,48429
TLM3,West Central Scotland,2022,46835,52746
TLM3,West Central Scotland,2023,51881,57632
TLM5,North Eastern Scotland,1998,8237,8991
TLM5,North Eastern Scotland,1999,8218,9032
TLM5,North Eastern Scotland,2000,8412,9268
TLM5,North Eastern Scotland,2001,9073,9966
TLM5,North Eastern Scotland,2002,9472,10396
TLM5,North Eastern Scotland,2003,9582,10557
TLM5,North Eastern Scotland,2004,10133,11149
TLM5,North Eastern Scotland,2005,10706,11822
TLM5,North Eastern Scotland,2006,12161,13372
TLM5,North Eastern Scotland,2007,13595,14900
TLM5,North Eastern Scotland,2008,15053,16341
TLM5,North Eastern Scotland,2009,14773,15935
TLM5,North Eastern Scotland,2010,15170,16528
TLM5,North Eastern Scotland,2011,15667,17205
TLM5,North Eastern Scotland,2012,16598,18123
TLM5,North Eastern Scotland,2013,17672,19473
TLM5,North Eastern Scotland,2014,18465,20410
TLM5,North Eastern Scotland,2015,17941,19853
TLM5,North Eastern Scotland,2016,16481,18463
TLM5,North Eastern Scotland,2017,16520,18420
TLM5,North Eastern Scotland,2018,16685,18578
TLM5,North Eastern Scotland,2019,16948,18857
TLM5,North Eastern Scotland,2020,15436,16876
TLM5,North Eastern Scotland,2021,15835,17358
TLM5,North Eastern Scotland,2022,17027,18938
TLM5,North Eastern Scotland,2023,18352,20200
TLM9,Southern Scotland,1998,10394,11731
TLM9,Southern Scotland,1999,10589,12039
TLM9,Southern Scotland,2000,11018,12524
TLM9,Southern Scotland,2001,11556,13132
TLM9,Southern Scotland,2002,11892,13548
TLM9,Southern Scotland,2003,12501,14247
TLM9,Southern Scotland,2004,13063,14872
TLM9,Southern Scotland,2005,13803,15824
TLM9,Southern Scotland,2006,14770,16919
TLM9,Southern Scotland,2007,14986,17232
TLM9,Southern Scotland,2008,15788,18034
TLM9,Southern Scotland,2009,15540,17608
TLM9,Southern Scotland,2010,15431,17857
TLM9,Southern Scotland,2011,15792,18419
TLM9,Southern Scotland,2012,16113,18871
TLM9,Southern Scotland,2013,16764,19622
TLM9,Southern Scotland,2014,17477,20493
TLM9,Southern Scotland,2015,17561,20716
TLM9,Southern Scotland,2016,17891,21096
TLM9,Southern Scotland,2017,18947,22199
TLM9,Southern Scotland,2018,18989,22366
TLM9,Southern Scotland,2019,19508,23103
TLM9,Southern Scotland,2020,18520,21661
TLM9,Southern Scotland,2021,19507,23082
TLM9,Southern Scotland,2022,21256,24814
TLM9,Southern Scotland,2023,23472,26913
TLN0,Northern Ireland,1998,19603,22285
TLN0,Northern Ireland,1999,20710,23604
TLN0,Northern Ireland,2000,22344,25388
TLN0,Northern Ireland,2001,23267,26500
TLN0,Northern Ireland,2002,24039,27376
TLN0,Northern Ireland,2003,25961,29506
TLN0,Northern Ireland,2004,27232,30908
TLN0,Northern Ireland,2005,28747,32738
TLN0,Northern Ireland,2006,30484,34728
TLN0,Northern Ireland,2007,31574,36171
TLN0,Northern Ireland,2008,31939,36523
TLN0,Northern Ireland,2009,31354,35642
TLN0,Northern Ireland,2010,31000,35838
TLN0,Northern Ireland,2011,31636,37057
TLN0,Northern Ireland,2012,32952,38458
TLN0,Northern Ireland,2013,34012,39663
TLN0,Northern Ireland,2014,35071,40871
TLN0,Northern Ireland,2015,36351,42348
TLN0,Northern Ireland,2016,38547,44721
TLN0,Northern Ireland,2017,40230,46559
TLN0,Northern Ireland,2018,41386,47648
TLN0,Northern Ireland,2019,43818,50075
TLN0,Northern Ireland,2020,42146,47589
TLN0,Northern Ireland,2021,46614,52872
TLN0,Northern Ireland,2022,50701,57558
TLN0,Northern Ireland,2023,56141,63265
