"DATE_NAME","GEOGRAPHY_CODE","GEOGRAPHY_NAME","OBS_VALUE"
"2017","W01000659","Carmarthenshire 026A",1816
"2017","W01000660","Carmarthenshire 026B",1529
"2017","W01000662","Carmarthenshire 016A",2188
"2017","W01000663","Carmarthenshire 016B",2344
"2017","W01000664","Carmarthenshire 016C",2131
"2017","W01000665","Carmarthenshire 017A",1846
"2017","W01000666","Carmarthenshire 017B",1456
"2017","W01000667","Carmarthenshire 023C",1666
"2017","W01000670","Carmarthenshire 018A",1581
"2017","W01000671","Carmarthenshire 018B",2075
"2017","W01000672","Carmarthenshire 027E",1564
"2017","W01000673","Carmarthenshire 027F",1109
"2017","W01000674","Carmarthenshire 027A",2067
"2017","W01000675","Carmarthenshire 012A",2060
"2017","W01000676","Carmarthenshire 004A",1567
"2017","W01000677","Carmarthenshire 004B",1447
"2017","W01000678","Carmarthenshire 002C",1381
"2017","W01000679","Carmarthenshire 002D",1184
"2017","W01000680","Carmarthenshire 011A",2177
"2017","W01000681","Carmarthenshire 011B",1987
"2017","W01000682","Carmarthenshire 005B",1374
"2017","W01000683","Carmarthenshire 005C",1071
"2017","W01000684","Carmarthenshire 005D",1865
"2017","W01000685","Carmarthenshire 001A",1582
"2017","W01000686","Carmarthenshire 001B",1260
"2017","W01000687","Carmarthenshire 004C",1943
"2017","W01000688","Carmarthenshire 003B",1740
"2017","W01000689","Carmarthenshire 003C",1599
"2017","W01000690","Carmarthenshire 019A",1763
"2017","W01000691","Carmarthenshire 019B",1876
"2017","W01000692","Carmarthenshire 019C",1541
"2017","W01000693","Carmarthenshire 008C",1096
"2017","W01000694","Carmarthenshire 008D",1504
"2017","W01000695","Carmarthenshire 012B",1744
"2017","W01000696","Carmarthenshire 012C",1634
"2017","W01000697","Carmarthenshire 015A",2033
"2017","W01000698","Carmarthenshire 015B",1961
"2017","W01000699","Carmarthenshire 015C",1565
"2017","W01000700","Carmarthenshire 027G",2030
"2017","W01000701","Carmarthenshire 001C",1586
"2017","W01000702","Carmarthenshire 001D",1183
"2017","W01000703","Carmarthenshire 022A",1761
"2017","W01000704","Carmarthenshire 022B",1637
"2017","W01000705","Carmarthenshire 022C",1968
"2017","W01000706","Carmarthenshire 025C",1570
"2017","W01000707","Carmarthenshire 025D",1480
"2017","W01000708","Carmarthenshire 025E",1427
"2017","W01000709","Carmarthenshire 004D",2156
"2017","W01000710","Carmarthenshire 021D",2179
"2017","W01000711","Carmarthenshire 021E",1949
"2017","W01000712","Carmarthenshire 015D",1574
"2017","W01000713","Carmarthenshire 015E",1301
"2017","W01000714","Carmarthenshire 013D",1381
"2017","W01000715","Carmarthenshire 013E",1299
"2017","W01000716","Carmarthenshire 016D",1267
"2017","W01000717","Carmarthenshire 016E",1504
"2017","W01000718","Carmarthenshire 010D",1348
"2017","W01000719","Carmarthenshire 010E",1430
"2017","W01000720","Carmarthenshire 027B",1830
"2017","W01000721","Carmarthenshire 027C",1363
"2017","W01000722","Carmarthenshire 012D",1297
"2017","W01000723","Carmarthenshire 012E",1334
"2017","W01000724","Carmarthenshire 011C",1916
"2017","W01000725","Carmarthenshire 011D",2306
"2017","W01000726","Carmarthenshire 019D",1596
"2017","W01000727","Carmarthenshire 019E",958
"2017","W01000728","Carmarthenshire 003D",1999
"2017","W01000729","Carmarthenshire 018C",1225
"2017","W01000730","Carmarthenshire 018D",1230
"2017","W01000731","Carmarthenshire 017C",2534
"2017","W01000732","Carmarthenshire 026D",1491
"2017","W01000733","Carmarthenshire 026E",1277
"2017","W01000734","Carmarthenshire 026F",1381
"2017","W01000735","Carmarthenshire 027D",2328
"2017","W01000736","Swansea 028A",1727
"2017","W01000737","Swansea 028B",1467
"2017","W01000738","Swansea 014A",1819
"2017","W01000739","Swansea 014B",2198
"2017","W01000740","Swansea 014C",1669
"2017","W01000741","Swansea 014D",1656
"2017","W01000742","Swansea 016A",1769
"2017","W01000744","Swansea 016B",1652
"2017","W01000745","Swansea 025B",2588
"2017","W01000746","Swansea 025C",1750
"2017","W01000747","Swansea 024A",2062
"2017","W01000749","Swansea 026A",1991
"2017","W01000750","Swansea 002A",1492
"2017","W01000751","Swansea 002B",1419
"2017","W01000752","Swansea 002C",1539
"2017","W01000753","Swansea 002D",1477
"2017","W01000754","Swansea 002E",1557
"2017","W01000755","Swansea 017A",2129
"2017","W01000756","Swansea 017B",1620
"2017","W01000757","Swansea 017C",1527
"2017","W01000758","Swansea 017D",1979
"2017","W01000759","Swansea 012A",1576
"2017","W01000760","Swansea 013A",1716
"2017","W01000761","Swansea 013B",1651
"2017","W01000762","Swansea 013C",1672
"2017","W01000763","Swansea 015A",1478
"2017","W01000764","Swansea 015B",1642
"2017","W01000765","Swansea 015C",1636
"2017","W01000766","Swansea 015D",1499
"2017","W01000767","Swansea 015E",1600
"2017","W01000768","Swansea 020A",1368
"2017","W01000769","Swansea 020B",1336
"2017","W01000770","Swansea 020C",1531
"2017","W01000771","Swansea 020D",1342
"2017","W01000772","Swansea 018A",1494
"2017","W01000773","Swansea 005A",2926
"2017","W01000774","Swansea 005B",1704
"2017","W01000775","Swansea 030A",1771
"2017","W01000776","Swansea 030B",1937
"2017","W01000777","Swansea 012B",1789
"2017","W01000778","Swansea 012C",1884
"2017","W01000779","Swansea 012D",1458
"2017","W01000781","Swansea 023B",1659
"2017","W01000782","Swansea 023C",1067
"2017","W01000784","Swansea 007A",1291
"2017","W01000785","Swansea 007B",1620
"2017","W01000786","Swansea 007C",1350
"2017","W01000787","Swansea 016C",1478
"2017","W01000788","Swansea 016D",1421
"2017","W01000789","Swansea 016E",1479
"2017","W01000790","Swansea 016F",2110
"2017","W01000791","Swansea 004A",1478
"2017","W01000792","Swansea 004B",1680
"2017","W01000793","Swansea 004C",1951
"2017","W01000794","Swansea 010A",2180
"2017","W01000795","Swansea 006A",1590
"2017","W01000796","Swansea 006B",3184
"2017","W01000797","Swansea 010B",1418
"2017","W01000798","Swansea 010C",1387
"2017","W01000799","Swansea 010D",2049
"2017","W01000800","Swansea 006C",1546
"2017","W01000801","Swansea 006D",1626
"2017","W01000802","Swansea 007D",2330
"2017","W01000803","Swansea 002F",1869
"2017","W01000804","Swansea 028C",1475
"2017","W01000805","Swansea 028D",1198
"2017","W01000806","Swansea 003A",1462
"2017","W01000807","Swansea 003B",1317
"2017","W01000808","Swansea 003C",1482
"2017","W01000809","Swansea 008A",1565
"2017","W01000810","Swansea 003D",1437
"2017","W01000811","Swansea 008B",1507
"2017","W01000812","Swansea 008C",1440
"2017","W01000813","Swansea 008D",1552
"2017","W01000814","Swansea 008E",1530
"2017","W01000815","Swansea 003E",1525
"2017","W01000816","Swansea 003F",1708
"2017","W01000817","Swansea 009A",1903
"2017","W01000818","Swansea 009B",1513
"2017","W01000819","Swansea 009C",1485
"2017","W01000820","Swansea 009D",1425
"2017","W01000821","Swansea 009E",1425
"2017","W01000822","Swansea 009F",1227
"2017","W01000823","Swansea 031A",1764
"2017","W01000824","Swansea 031B",1559
"2017","W01000825","Swansea 031C",1390
"2017","W01000826","Swansea 031D",1339
"2017","W01000827","Swansea 031E",1326
"2017","W01000828","Swansea 018B",1743
"2017","W01000829","Swansea 018C",1842
"2017","W01000830","Swansea 011A",1819
"2017","W01000831","Swansea 013D",1872
"2017","W01000832","Swansea 011B",1669
"2017","W01000833","Swansea 011C",1769
"2017","W01000834","Swansea 011D",1551
"2017","W01000835","Swansea 013E",1467
"2017","W01000836","Swansea 011E",2463
"2017","W01000837","Swansea 004D",2067
"2017","W01000838","Swansea 004E",1246
"2017","W01000839","Swansea 030C",1048
"2017","W01000840","Swansea 030D",1714
"2017","W01000841","Swansea 005C",1510
"2017","W01000842","Swansea 005D",1398
"2017","W01000843","Swansea 005E",1381
"2017","W01000844","Swansea 005F",1409
"2017","W01000845","Swansea 001A",2101
"2017","W01000846","Swansea 001B",2001
"2017","W01000847","Swansea 001C",1268
"2017","W01000848","Swansea 001D",1182
"2017","W01000849","Swansea 021A",2107
"2017","W01000850","Swansea 021B",2749
"2017","W01000851","Swansea 021C",1594
"2017","W01000852","Swansea 021D",1503
"2017","W01000853","Swansea 022A",1480
"2017","W01000854","Swansea 022B",1613
"2017","W01000855","Swansea 022C",1492
"2017","W01000856","Swansea 022D",1798
"2017","W01000857","Swansea 022E",1812
"2017","W01000858","Swansea 027A",1648
"2017","W01000859","Swansea 027B",1395
"2017","W01000860","Swansea 027C",1548
"2017","W01000861","Swansea 027D",1874
"2017","W01000862","Swansea 019A",1734
"2017","W01000863","Swansea 019B",1670
"2017","W01000864","Swansea 019C",1673
"2017","W01000865","Swansea 019D",1353
"2017","W01000866","Swansea 019E",1204
"2017","W01000867","Swansea 019F",1342
"2017","W01000868","Swansea 024B",1315
"2017","W01000869","Swansea 024C",1528
"2017","W01000870","Swansea 024D",1540
"2017","W01000871","Swansea 026B",2052
"2017","W01000872","Swansea 024E",1387
"2017","W01000873","Swansea 026C",1953
"2017","W01000874","Swansea 024F",2162
"2017","W01000875","Swansea 026D",2238
"2017","W01000876","Swansea 026E",2095
"2017","W01000877","Swansea 007E",1571
"2017","W01000878","Swansea 007F",1213
"2017","W01000879","Swansea 029A",1704
"2017","W01000880","Swansea 029B",1562
"2017","W01000881","Swansea 029C",1487
"2017","W01000882","Swansea 029D",1799
"2017","W01000883","Neath Port Talbot 016A",1402
"2017","W01000884","Neath Port Talbot 017A",1283
"2017","W01000885","Neath Port Talbot 017B",1413
"2017","W01000886","Neath Port Talbot 017C",1659
"2017","W01000887","Neath Port Talbot 005A",2380
"2017","W01000888","Neath Port Talbot 004A",2618
"2017","W01000889","Neath Port Talbot 015A",1755
"2017","W01000890","Neath Port Talbot 015B",1586
"2017","W01000891","Neath Port Talbot 015C",1518
"2017","W01000892","Neath Port Talbot 015D",1886
"2017","W01000893","Neath Port Talbot 003A",2029
"2017","W01000894","Neath Port Talbot 013A",1396
"2017","W01000895","Neath Port Talbot 013B",1482
"2017","W01000896","Neath Port Talbot 013C",1646
"2017","W01000897","Neath Port Talbot 013D",1342
"2017","W01000898","Neath Port Talbot 014A",1505
"2017","W01000899","Neath Port Talbot 014B",1888
"2017","W01000900","Neath Port Talbot 014C",1595
"2017","W01000901","Neath Port Talbot 014D",1731
"2017","W01000902","Neath Port Talbot 006A",1011
"2017","W01000903","Neath Port Talbot 006B",1092
"2017","W01000904","Neath Port Talbot 006C",1551
"2017","W01000905","Neath Port Talbot 006D",1565
"2017","W01000906","Neath Port Talbot 007A",1011
"2017","W01000907","Neath Port Talbot 007B",1751
"2017","W01000908","Neath Port Talbot 006E",1649
"2017","W01000909","Neath Port Talbot 009A",1183
"2017","W01000910","Neath Port Talbot 009B",1432
"2017","W01000911","Neath Port Talbot 009C",1184
"2017","W01000912","Neath Port Talbot 010A",1096
"2017","W01000913","Neath Port Talbot 010B",1154
"2017","W01000914","Neath Port Talbot 010C",1638
"2017","W01000915","Neath Port Talbot 010D",1283
"2017","W01000916","Neath Port Talbot 010E",1247
"2017","W01000917","Neath Port Talbot 010F",3977
"2017","W01000918","Neath Port Talbot 002A",1921
"2017","W01000919","Neath Port Talbot 020A",1167
"2017","W01000920","Neath Port Talbot 011A",1262
"2017","W01000921","Neath Port Talbot 011B",1533
"2017","W01000922","Neath Port Talbot 007C",1564
"2017","W01000923","Neath Port Talbot 007D",1420
"2017","W01000924","Neath Port Talbot 011C",1028
"2017","W01000925","Neath Port Talbot 003B",1555
"2017","W01000926","Neath Port Talbot 003C",1749
"2017","W01000927","Neath Port Talbot 020B",2070
"2017","W01000928","Neath Port Talbot 020C",1644
"2017","W01000929","Neath Port Talbot 020D",1275
"2017","W01000930","Neath Port Talbot 011D",1338
"2017","W01000931","Neath Port Talbot 020E",1310
"2017","W01000932","Neath Port Talbot 019A",1104
"2017","W01000933","Neath Port Talbot 019B",2053
"2017","W01000934","Neath Port Talbot 008A",1301
"2017","W01000935","Neath Port Talbot 008B",1605
"2017","W01000936","Neath Port Talbot 012A",1481
"2017","W01000937","Neath Port Talbot 013E",2187
"2017","W01000938","Neath Port Talbot 008C",1333
"2017","W01000939","Neath Port Talbot 008D",1238
"2017","W01000940","Neath Port Talbot 008E",1291
"2017","W01000941","Neath Port Talbot 012B",1582
"2017","W01000942","Neath Port Talbot 012C",1888
"2017","W01000943","Neath Port Talbot 012D",1550
"2017","W01000944","Neath Port Talbot 002B",1174
"2017","W01000945","Neath Port Talbot 014E",1126
"2017","W01000946","Neath Port Talbot 004B",1568
"2017","W01000947","Neath Port Talbot 004C",2107
"2017","W01000948","Neath Port Talbot 004D",1872
"2017","W01000949","Neath Port Talbot 018A",1315
"2017","W01000950","Neath Port Talbot 018B",1528
"2017","W01000951","Neath Port Talbot 018C",1590
"2017","W01000952","Neath Port Talbot 018D",1184
"2017","W01000953","Neath Port Talbot 005B",1719
"2017","W01000954","Neath Port Talbot 005C",1363
"2017","W01000955","Neath Port Talbot 004E",1222
"2017","W01000956","Neath Port Talbot 004F",1183
"2017","W01000957","Neath Port Talbot 017D",1706
"2017","W01000958","Neath Port Talbot 016B",1671
"2017","W01000959","Neath Port Talbot 017E",1836
"2017","W01000960","Neath Port Talbot 017F",1754
"2017","W01000961","Neath Port Talbot 016C",1614
"2017","W01000962","Neath Port Talbot 016D",1638
"2017","W01000963","Neath Port Talbot 016E",1905
"2017","W01000964","Neath Port Talbot 016F",1702
"2017","W01000965","Neath Port Talbot 002C",2103
"2017","W01000966","Neath Port Talbot 018E",1440
"2017","W01000967","Neath Port Talbot 019C",1479
"2017","W01000968","Neath Port Talbot 019D",2041
"2017","W01000969","Neath Port Talbot 009D",1255
"2017","W01000970","Neath Port Talbot 005D",1257
"2017","W01000971","Neath Port Talbot 004G",1435
"2017","W01000973","Neath Port Talbot 020F",1376
"2017","W01000974","Bridgend 006A",2445
"2017","W01000975","Bridgend 004A",2300
"2017","W01000976","Bridgend 003A",1131
"2017","W01000977","Bridgend 003B",1414
"2017","W01000978","Bridgend 004B",1766
"2017","W01000979","Bridgend 015A",1680
"2017","W01000980","Bridgend 016A",1313
"2017","W01000981","Bridgend 016B",1178
"2017","W01000982","Bridgend 016C",1445
"2017","W01000983","Bridgend 015B",1529
"2017","W01000984","Bridgend 016D",2382
"2017","W01000985","Bridgend 015C",1317
"2017","W01000986","Bridgend 007A",1436
"2017","W01000987","Bridgend 007B",2629
"2017","W01000989","Bridgend 013A",1386
"2017","W01000990","Bridgend 017B",1540
"2017","W01000991","Bridgend 001A",1123
"2017","W01000992","Bridgend 001B",1492
"2017","W01000993","Bridgend 001C",1527
"2017","W01000994","Bridgend 001D",1444
"2017","W01000995","Bridgend 001E",1401
"2017","W01000996","Bridgend 008A",1529
"2017","W01000997","Bridgend 012A",1632
"2017","W01000998","Bridgend 011A",4992
"2017","W01000999","Bridgend 010A",1463
"2017","W01001000","Bridgend 010B",1826
"2017","W01001001","Bridgend 010C",1670
"2017","W01001002","Bridgend 010D",2493
"2017","W01001003","Bridgend 015D",1416
"2017","W01001004","Bridgend 009A",1103
"2017","W01001005","Bridgend 009B",1735
"2017","W01001006","Bridgend 009C",2332
"2017","W01001007","Bridgend 009D",1909
"2017","W01001008","Bridgend 011B",2259
"2017","W01001009","Bridgend 004C",1252
"2017","W01001010","Bridgend 012B",1242
"2017","W01001011","Bridgend 012C",1354
"2017","W01001012","Bridgend 005A",1579
"2017","W01001013","Bridgend 005B",1417
"2017","W01001014","Bridgend 002A",1700
"2017","W01001015","Bridgend 002B",1419
"2017","W01001016","Bridgend 005C",1642
"2017","W01001017","Bridgend 002C",1476
"2017","W01001018","Bridgend 002D",1292
"2017","W01001019","Bridgend 005D",1472
"2017","W01001020","Bridgend 002E",1432
"2017","W01001021","Bridgend 014A",1584
"2017","W01001022","Bridgend 014B",1438
"2017","W01001023","Bridgend 014C",1696
"2017","W01001024","Bridgend 003C",1059
"2017","W01001025","Bridgend 003D",1241
"2017","W01001026","Bridgend 012D",2029
"2017","W01001027","Bridgend 017C",1538
"2017","W01001028","Bridgend 014D",1899
"2017","W01001029","Bridgend 019A",1830
"2017","W01001030","Bridgend 019B",1838
"2017","W01001031","Bridgend 018A",1464
"2017","W01001032","Bridgend 018B",1762
"2017","W01001033","Bridgend 003E",1749
"2017","W01001034","Bridgend 003F",1472
"2017","W01001035","Bridgend 014E",1782
"2017","W01001036","Bridgend 017D",1526
"2017","W01001037","Bridgend 013B",1654
"2017","W01001038","Bridgend 011C",2173
"2017","W01001039","Bridgend 009E",1630
"2017","W01001040","Bridgend 009F",1506
"2017","W01001041","Bridgend 013C",2415
"2017","W01001042","Bridgend 004D",1319
"2017","W01001043","Bridgend 004E",1133
"2017","W01001044","Bridgend 019C",1598
"2017","W01001045","Bridgend 019D",1728
"2017","W01001046","Bridgend 018C",1844
"2017","W01001047","Bridgend 018D",1676
"2017","W01001048","Bridgend 008B",1522
"2017","W01001049","Bridgend 008C",1306
"2017","W01001050","Bridgend 008D",1571
"2017","W01001051","Bridgend 008E",1929
"2017","W01001052","Bridgend 008F",1320
"2017","W01001053","Bridgend 018E",949
"2017","W01001054","Bridgend 018F",1208
"2017","W01001055","Bridgend 007C",1190
"2017","W01001056","Bridgend 007D",1190
"2017","W01001057","Bridgend 006B",1647
"2017","W01001058","Bridgend 006C",1959
"2017","W01001059","The Vale of Glamorgan 015A",1540
"2017","W01001060","The Vale of Glamorgan 015B",1486
"2017","W01001061","The Vale of Glamorgan 015C",2332
"2017","W01001062","The Vale of Glamorgan 013A",1349
"2017","W01001063","The Vale of Glamorgan 012A",1740
"2017","W01001064","The Vale of Glamorgan 013B",1511
"2017","W01001065","The Vale of Glamorgan 012B",1647
"2017","W01001066","The Vale of Glamorgan 015D",1623
"2017","W01001067","The Vale of Glamorgan 009A",1418
"2017","W01001068","The Vale of Glamorgan 009B",1730
"2017","W01001069","The Vale of Glamorgan 012C",1469
"2017","W01001070","The Vale of Glamorgan 009C",1193
"2017","W01001071","The Vale of Glamorgan 009D",1553
"2017","W01001072","The Vale of Glamorgan 009E",2893
"2017","W01001073","The Vale of Glamorgan 015E",2210
"2017","W01001075","The Vale of Glamorgan 004A",1175
"2017","W01001076","The Vale of Glamorgan 004B",1494
"2017","W01001077","The Vale of Glamorgan 004C",1404
"2017","W01001078","The Vale of Glamorgan 004D",1304
"2017","W01001079","The Vale of Glamorgan 012E",1621
"2017","W01001080","The Vale of Glamorgan 012F",1607
"2017","W01001081","The Vale of Glamorgan 007A",1738
"2017","W01001082","The Vale of Glamorgan 002A",1629
"2017","W01001083","The Vale of Glamorgan 002B",1548
"2017","W01001084","The Vale of Glamorgan 002C",1596
"2017","W01001085","The Vale of Glamorgan 002D",1563
"2017","W01001086","The Vale of Glamorgan 006A",1513
"2017","W01001087","The Vale of Glamorgan 006B",1596
"2017","W01001088","The Vale of Glamorgan 006C",1874
"2017","W01001089","The Vale of Glamorgan 006D",1488
"2017","W01001090","The Vale of Glamorgan 006E",1488
"2017","W01001091","The Vale of Glamorgan 010A",1634
"2017","W01001092","The Vale of Glamorgan 007B",2079
"2017","W01001093","The Vale of Glamorgan 013C",1798
"2017","W01001094","The Vale of Glamorgan 007C",1364
"2017","W01001095","The Vale of Glamorgan 007D",1623
"2017","W01001096","The Vale of Glamorgan 007E",1310
"2017","W01001097","The Vale of Glamorgan 007F",1722
"2017","W01001098","The Vale of Glamorgan 010B",1110
"2017","W01001099","The Vale of Glamorgan 013D",1323
"2017","W01001100","The Vale of Glamorgan 010C",1548
"2017","W01001101","The Vale of Glamorgan 013E",1586
"2017","W01001102","The Vale of Glamorgan 013F",1616
"2017","W01001103","The Vale of Glamorgan 010D",1202
"2017","W01001104","The Vale of Glamorgan 004E",1877
"2017","W01001105","The Vale of Glamorgan 001A",2747
"2017","W01001106","The Vale of Glamorgan 011A",1506
"2017","W01001107","The Vale of Glamorgan 011B",1559
"2017","W01001108","The Vale of Glamorgan 014A",1753
"2017","W01001109","The Vale of Glamorgan 011C",1482
"2017","W01001110","The Vale of Glamorgan 011D",1453
"2017","W01001111","The Vale of Glamorgan 011E",1541
"2017","W01001112","The Vale of Glamorgan 011F",1408
"2017","W01001113","The Vale of Glamorgan 003A",2295
"2017","W01001114","The Vale of Glamorgan 008A",1554
"2017","W01001115","The Vale of Glamorgan 008B",2223
"2017","W01001116","The Vale of Glamorgan 005A",2007
"2017","W01001117","The Vale of Glamorgan 014B",1364
"2017","W01001118","The Vale of Glamorgan 014C",2463
"2017","W01001119","The Vale of Glamorgan 003B",1870
"2017","W01001120","The Vale of Glamorgan 014D",1339
"2017","W01001121","The Vale of Glamorgan 014E",1576
"2017","W01001122","The Vale of Glamorgan 014F",3047
"2017","W01001123","The Vale of Glamorgan 005B",1585
"2017","W01001124","The Vale of Glamorgan 005C",1500
"2017","W01001125","The Vale of Glamorgan 005D",1588
"2017","W01001126","The Vale of Glamorgan 005E",2605
"2017","W01001127","The Vale of Glamorgan 001B",1348
"2017","W01001128","The Vale of Glamorgan 001C",1523
"2017","W01001129","The Vale of Glamorgan 004F",1509
"2017","W01001130","The Vale of Glamorgan 005F",1299
"2017","W01001131","The Vale of Glamorgan 008C",1837
"2017","W01001132","The Vale of Glamorgan 008D",1390
"2017","W01001133","The Vale of Glamorgan 008E",2207
"2017","W01001134","The Vale of Glamorgan 008F",1187
"2017","W01001135","The Vale of Glamorgan 003C",1635
"2017","W01001136","The Vale of Glamorgan 003D",1179
"2017","W01001137","Rhondda Cynon Taf 005A",2244
"2017","W01001138","Rhondda Cynon Taf 005B",1279
"2017","W01001139","Rhondda Cynon Taf 005C",1641
"2017","W01001140","Rhondda Cynon Taf 005D",1394
"2017","W01001141","Rhondda Cynon Taf 005E",1608
"2017","W01001142","Rhondda Cynon Taf 005F",1798
"2017","W01001143","Rhondda Cynon Taf 012A",1498
"2017","W01001144","Rhondda Cynon Taf 012B",1654
"2017","W01001145","Rhondda Cynon Taf 012C",1808
"2017","W01001146","Rhondda Cynon Taf 012D",1479
"2017","W01001147","Rhondda Cynon Taf 004A",1707
"2017","W01001148","Rhondda Cynon Taf 002A",1774
"2017","W01001149","Rhondda Cynon Taf 003A",1478
"2017","W01001150","Rhondda Cynon Taf 003B",1707
"2017","W01001151","Rhondda Cynon Taf 003C",1571
"2017","W01001152","Rhondda Cynon Taf 002B",1873
"2017","W01001153","Rhondda Cynon Taf 002C",1522
"2017","W01001154","Rhondda Cynon Taf 003D",1442
"2017","W01001155","Rhondda Cynon Taf 002D",1526
"2017","W01001156","Rhondda Cynon Taf 003E",1452
"2017","W01001157","Rhondda Cynon Taf 028A",1338
"2017","W01001158","Rhondda Cynon Taf 028B",1506
"2017","W01001159","Rhondda Cynon Taf 028C",1725
"2017","W01001160","Rhondda Cynon Taf 029A",1607
"2017","W01001161","Rhondda Cynon Taf 029B",3029
"2017","W01001162","Rhondda Cynon Taf 025A",2288
"2017","W01001164","Rhondda Cynon Taf 019A",1551
"2017","W01001165","Rhondda Cynon Taf 019B",1347
"2017","W01001166","Rhondda Cynon Taf 016A",1302
"2017","W01001167","Rhondda Cynon Taf 016B",1519
"2017","W01001168","Rhondda Cynon Taf 004B",1473
"2017","W01001169","Rhondda Cynon Taf 004C",2501
"2017","W01001170","Rhondda Cynon Taf 004D",1143
"2017","W01001171","Rhondda Cynon Taf 017A",1296
"2017","W01001172","Rhondda Cynon Taf 020A",1458
"2017","W01001173","Rhondda Cynon Taf 020B",1277
"2017","W01001174","Rhondda Cynon Taf 020C",1455
"2017","W01001175","Rhondda Cynon Taf 009A",1431
"2017","W01001176","Rhondda Cynon Taf 013A",1449
"2017","W01001177","Rhondda Cynon Taf 009B",1229
"2017","W01001178","Rhondda Cynon Taf 023A",1658
"2017","W01001179","Rhondda Cynon Taf 023B",1788
"2017","W01001180","Rhondda Cynon Taf 015A",1553
"2017","W01001181","Rhondda Cynon Taf 015B",1445
"2017","W01001182","Rhondda Cynon Taf 021A",1463
"2017","W01001183","Rhondda Cynon Taf 021B",1009
"2017","W01001184","Rhondda Cynon Taf 026A",2066
"2017","W01001185","Rhondda Cynon Taf 022A",1878
"2017","W01001186","Rhondda Cynon Taf 001A",1768
"2017","W01001187","Rhondda Cynon Taf 001B",1357
"2017","W01001188","Rhondda Cynon Taf 001C",1185
"2017","W01001189","Rhondda Cynon Taf 029C",1583
"2017","W01001190","Rhondda Cynon Taf 029D",2776
"2017","W01001191","Rhondda Cynon Taf 031A",3212
"2017","W01001192","Rhondda Cynon Taf 031B",1370
"2017","W01001193","Rhondda Cynon Taf 030A",1179
"2017","W01001194","Rhondda Cynon Taf 030B",2198
"2017","W01001195","Rhondda Cynon Taf 030C",1573
"2017","W01001196","Rhondda Cynon Taf 027B",1506
"2017","W01001197","Rhondda Cynon Taf 027C",1226
"2017","W01001198","Rhondda Cynon Taf 027D",1541
"2017","W01001199","Rhondda Cynon Taf 027E",1649
"2017","W01001200","Rhondda Cynon Taf 014A",1011
"2017","W01001201","Rhondda Cynon Taf 014B",1213
"2017","W01001202","Rhondda Cynon Taf 009C",1740
"2017","W01001203","Rhondda Cynon Taf 009D",1382
"2017","W01001204","Rhondda Cynon Taf 006A",1343
"2017","W01001205","Rhondda Cynon Taf 006B",1529
"2017","W01001206","Rhondda Cynon Taf 006C",1403
"2017","W01001207","Rhondda Cynon Taf 006D",1451
"2017","W01001208","Rhondda Cynon Taf 006E",1568
"2017","W01001209","Rhondda Cynon Taf 008A",1436
"2017","W01001210","Rhondda Cynon Taf 008B",1519
"2017","W01001211","Rhondda Cynon Taf 008C",1671
"2017","W01001212","Rhondda Cynon Taf 008D",1386
"2017","W01001213","Rhondda Cynon Taf 011A",1432
"2017","W01001214","Rhondda Cynon Taf 011B",1283
"2017","W01001215","Rhondda Cynon Taf 011C",1011
"2017","W01001216","Rhondda Cynon Taf 011D",1526
"2017","W01001217","Rhondda Cynon Taf 018A",1132
"2017","W01001218","Rhondda Cynon Taf 018B",1549
"2017","W01001219","Rhondda Cynon Taf 018C",1260
"2017","W01001220","Rhondda Cynon Taf 018D",1493
"2017","W01001221","Rhondda Cynon Taf 001D",1506
"2017","W01001222","Rhondda Cynon Taf 001E",1642
"2017","W01001223","Rhondda Cynon Taf 031C",1565
"2017","W01001224","Rhondda Cynon Taf 031D",2116
"2017","W01001225","Rhondda Cynon Taf 031E",1679
"2017","W01001226","Rhondda Cynon Taf 031F",1767
"2017","W01001227","Rhondda Cynon Taf 021C",1277
"2017","W01001228","Rhondda Cynon Taf 021D",1486
"2017","W01001229","Rhondda Cynon Taf 017B",1427
"2017","W01001230","Rhondda Cynon Taf 017C",1579
"2017","W01001231","Rhondda Cynon Taf 017D",1524
"2017","W01001232","Rhondda Cynon Taf 020D",1461
"2017","W01001233","Rhondda Cynon Taf 001F",1769
"2017","W01001234","Rhondda Cynon Taf 021E",1430
"2017","W01001235","Rhondda Cynon Taf 021F",1700
"2017","W01001236","Rhondda Cynon Taf 021G",1604
"2017","W01001237","Rhondda Cynon Taf 022B",1441
"2017","W01001238","Rhondda Cynon Taf 022C",1689
"2017","W01001239","Rhondda Cynon Taf 026B",1382
"2017","W01001240","Rhondda Cynon Taf 026C",1994
"2017","W01001241","Rhondda Cynon Taf 026D",1833
"2017","W01001242","Rhondda Cynon Taf 030D",1282
"2017","W01001243","Rhondda Cynon Taf 030E",1520
"2017","W01001244","Rhondda Cynon Taf 025B",1346
"2017","W01001245","Rhondda Cynon Taf 025C",1262
"2017","W01001246","Rhondda Cynon Taf 025D",1346
"2017","W01001247","Rhondda Cynon Taf 016C",1626
"2017","W01001248","Rhondda Cynon Taf 016D",2146
"2017","W01001249","Rhondda Cynon Taf 024A",1383
"2017","W01001250","Rhondda Cynon Taf 024B",1440
"2017","W01001251","Rhondda Cynon Taf 024C",1626
"2017","W01001252","Rhondda Cynon Taf 024D",1501
