laua,laua_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4,5G_SA_high_confidence_prem_out_0,5G_SA_high_confidence_prem_out_1,5G_SA_high_confidence_prem_out_2,5G_SA_high_confidence_prem_out_3,5G_SA_high_confidence_prem_out_4,5G_SA_high_confidence_geo_out_0,5G_SA_high_confidence_geo_out_1,5G_SA_high_confidence_geo_out_2,5G_SA_high_confidence_geo_out_3,5G_SA_high_confidence_geo_out_4,5G_SA_very_high_confidence_prem_out_0,5G_SA_very_high_confidence_prem_out_1,5G_SA_very_high_confidence_prem_out_2,5G_SA_very_high_confidence_prem_out_3,5G_SA_very_high_confidence_prem_out_4,5G_SA_very_high_confidence_geo_out_0,5G_SA_very_high_confidence_geo_out_1,5G_SA_very_high_confidence_geo_out_2,5G_SA_very_high_confidence_geo_out_3,5G_SA_very_high_confidence_geo_out_4
S12000030,Stirling,47607,225331,5780,300,4145,0.5,0.5,12.25,86.74,2.62,4.3,26.86,66.22,20.57,7.98,24.63,46.82,13.65,11.35,37.85,37.15,,,15.67,84.33,8.23,9.84,39.13,42.8,0.37,29.62,70.01,,,1.31,57.6,41.09,,,13.93,60.16,25.91,,,10.45,70.03,19.52,,,,40.33,59.67,,,5.65,71.72,22.63,,,0.06,0.2,0.95,1.48,97.31,0.49,0.9,4.07,13.76,80.78,12.48,5.61,8.24,9.77,63.9,1.33,8.01,11.38,18.94,60.33,,,,2.67,97.33,0.43,4.9,11.22,18.72,64.73,0.03,0.13,0.15,0.91,98.77,0.21,0.61,2.28,9.84,87.05,8.44,6.57,7.06,10.27,67.66,0.95,5.97,6.42,19,67.66,,,,1.33,98.67,0.22,2.82,5.67,18.75,72.55,4.81,18.65,26.66,31.37,18.5,45.85,24.99,16.53,9.05,3.58,11.46,23.31,32.08,25.04,8.1,59.51,24.32,12.18,3.3,0.69,16.28,83.12,0.48,0.11,,69.39,28.34,2.06,0.22,,34.17,65.77,0.05,0,,82.29,17.45,0.26,0,
E08000007,Stockport,142219,12601,1532,188,1234,0,0.05,0.12,99.83,0.33,1.36,18.45,79.86,0.1,0.67,3.01,96.22,0.65,1.57,20.56,77.22,,,5.85,94.15,0.08,0.73,19.85,79.34,,54.85,45.15,,,0.01,82.29,17.7,,,,50.08,49.92,,,,72.26,27.74,,,,69.15,30.85,,,,71.8,28.2,,,,,0,0.08,99.92,0.07,0.06,0.19,3.24,96.44,,0.01,0.18,1.16,98.65,,0.07,0.72,5.29,93.93,,,,0.53,99.47,,,,4.54,95.46,,,,0.02,99.98,0,0.07,0.07,1.06,98.79,,,0.01,0.71,99.29,,,0.13,2.87,97,,,,0.53,99.47,,,,2.27,97.73,,0.02,4.91,26.98,68.09,0.21,0.6,5.71,28.82,64.66,0.07,1.86,26.78,50.96,20.34,1.67,5.61,24.81,47.46,20.45,0,0.32,42.58,57.09,,0.44,2.6,52.44,44.53,,0.08,3.61,63.48,32.82,,2.52,11.84,63.59,22.05,
E06000004,Stockton-on-Tees,94729,20518,1427,,1285,0,0.16,2.53,97.31,2.94,5.96,24.94,66.16,0.25,1.51,10.78,87.47,1.4,4.7,32.66,61.25,,,,,1.56,5.21,32.76,60.47,,69.62,30.38,,,,88.07,11.93,,,,69.45,30.55,,,,84.16,15.84,,,,,,,,,84.36,15.64,,,,,,0.1,99.9,0,0.24,1.3,9.12,89.33,0.01,0.03,0.24,2.68,97.04,,0.35,1.4,12.26,85.98,,,,,,,0.39,1.48,13.15,84.98,,,,0.1,99.9,,0.03,1.03,4,94.94,,0.01,0.1,2.4,97.49,,,1.19,7.43,91.38,,,,,,,,1.25,7.78,90.97,1,5.53,5.26,16.96,71.25,1.88,12.91,14.17,26.47,44.57,3.79,11.21,20.89,35.07,29.05,10.62,26.28,23.54,24.77,14.8,5.74,11.61,82.65,,,11.62,23.37,65.01,,,10.33,19.28,70.39,,,29.64,27.8,42.56,,
E06000021,Stoke-on-Trent,125578,9351,1470,,1242,,,0.73,99.27,0.04,0.9,23.32,75.73,,,1.09,98.91,,0.2,20.54,79.25,,,,,,0.24,20.45,79.31,,71.31,28.69,,,0,90.03,9.97,,,,64.92,35.08,,,,88.44,11.56,,,,,,,,,87.6,12.4,,,,,,,100,0.01,0.01,0.27,2.72,96.98,,,,0.01,99.99,,,,1.29,98.71,,,,,,,,,1.21,98.79,,,,,100,,0.01,0.21,1.61,98.17,,,,,100,,,,0.75,99.25,,,,,,,,,0.72,99.28,,,6.06,40.67,53.27,,0.02,7.75,39.14,53.09,,1.06,19.1,57.06,22.77,0.05,1.49,18.69,55.61,24.16,,0.1,99.64,0.25,,,0.3,99.17,0.53,,0.2,3.23,96.57,,,0.49,5.9,93.58,0.02,
E07000221,Stratford-on-Avon,71633,97776,4584,365,3017,0.41,1.55,13.53,84.51,8.11,17.15,33.58,41.16,0.63,2.46,13.27,83.64,7.74,17.1,28.32,46.84,0.82,2.19,22.47,74.52,6.76,13.92,27.25,52.07,,46.75,53.25,,,0.99,70.77,28.24,,,,47.22,52.78,,,0.63,71.58,27.79,,,,85.75,14.25,,,0.76,72.52,26.72,,,,0.01,0.34,2.75,96.9,0.74,3.77,7.56,19.95,67.98,0.01,0.07,0.39,3.1,96.44,0.46,3.38,7.92,19.72,68.52,,,1.37,7.12,91.51,0.46,3.41,6.2,16.54,73.38,,0,0.02,1.26,98.72,0.27,1.07,5.27,13.15,80.24,,0.01,0.13,1.5,98.36,0.11,0.74,4.49,14.88,79.78,,,,6.58,93.42,0.1,0.66,4.04,12.66,82.53,3.64,19.03,27.88,43.57,5.88,5.78,22.67,36.57,29.72,5.27,10.5,29.88,32.39,26.44,0.79,17.12,39.65,29.91,12.48,0.83,22.93,66.76,10.1,0.21,,29.96,51.85,17.9,0.29,,44.83,52.06,3.11,,,60.04,34.96,5,,
E07000082,Stroud,60022,46066,2102,384,1460,0.43,1.36,5.01,93.2,4.69,9.36,26.67,59.27,2.02,3.76,8.13,86.09,4.71,11.51,25.88,57.9,2.34,5.21,11.46,80.99,3.01,6.99,22.12,67.88,,30.89,69.11,,,0.47,55.72,43.81,,,0.07,29.6,70.33,,,0.43,48.86,50.71,,,,25.26,74.74,,,0.27,44.66,55.07,,,0.05,0.65,0.37,4.68,94.25,0.92,2.03,4.65,16.34,76.06,0.67,1.7,1.92,4.48,91.23,0.81,3.28,6.37,19.22,70.31,,,0.26,17.19,82.55,0.14,1.16,2.67,14.11,81.92,,0.03,0.18,1.03,98.76,0.26,0.91,3.32,6.78,88.74,0.06,0.63,1.5,3.53,94.28,0.1,0.95,3.81,11.37,83.78,,,,2.86,97.14,,0.41,1.3,5.89,92.4,2.06,22.71,26.31,28.68,20.24,7.28,18.97,24.44,30.09,19.22,7.25,43.86,22.29,19.32,7.28,17.47,38.55,25.44,13.65,4.91,39.58,53.79,6.63,,,29.16,51.8,18.85,0.2,,66.1,31.77,2.13,,,62.52,33.46,4.03,,
E08000024,Sunderland,141247,13762,1804,69,1337,,,1.51,98.49,0.16,1.07,25.88,72.88,,0.01,4.68,95.31,0.17,0.78,28.66,70.4,,7.25,36.23,56.52,0.15,0.97,27.23,71.65,,69.16,30.84,,,,87.39,12.61,,,,64.58,35.42,,,,82.54,17.46,,,,100,,,,,81.23,18.77,,,,,,0,100,,,0.27,5.48,94.25,,,,0.44,99.56,,,0.33,7.43,92.24,,,,8.7,91.3,,,0.37,7.4,92.22,,,,0,100,,,0.2,3.33,96.47,,,,0.42,99.58,,,0.28,5.16,94.57,,,,5.8,94.2,,,0.37,4.79,94.84,,1.82,11.25,25.44,61.49,0.01,2.27,11.14,25.49,61.09,0.25,6.1,19.37,50.95,23.33,0.54,8.1,25.18,41.11,25.06,2.08,22.42,75.51,,,3,29.54,67.46,,,10.55,23.1,66.36,,,13.86,27.63,58.51,,
E07000214,Surrey Heath,40073,9498,945,197,689,,0.06,1.04,98.9,0.44,2.17,20.38,77.01,0.02,0.67,13.82,85.48,0.42,3.17,28.47,67.94,,2.03,25.38,72.59,,2.03,22.79,75.18,,19.42,80.58,,,,62.9,37.1,,,,23.03,76.97,,,,60.74,39.26,,,,45.18,54.82,,,,53.99,46.01,,,,,,0.11,99.89,0.05,0.2,0.66,7.73,91.36,,,0.06,1.72,98.22,,,1.48,13.12,85.4,,,0.51,11.68,87.82,,,0.44,12.77,86.79,,,,0.11,99.89,,0.14,0.39,1.55,97.92,,,0.01,1.45,98.54,,,1.06,6.03,92.91,,,,11.68,88.32,,,,5.52,94.48,1.17,11.76,33.09,36.12,17.86,3.62,16.12,37.54,31.1,11.61,7.22,21.57,35.82,30.65,4.73,17.12,35.18,32.07,13.5,2.14,50.89,38.89,10.2,0.01,,38.79,39.65,21.29,0.27,,71.81,26.32,1.86,,,70.27,25.69,4.04,,
E09000029,Sutton,88688,4388,682,,364,,,0.77,99.23,0.04,2.03,21.62,76.32,,,1.39,98.61,,1.03,21.41,77.57,,,,,,0.55,21.15,78.3,,89.13,10.87,,,,97.89,2.11,,,,84.98,15.02,,,,96.92,3.08,,,,,,,,,97.8,2.2,,,,,,,100,,,,0.38,99.62,,,,,100,,,0.15,1.76,98.09,,,,,,,,,1.92,98.08,,,,,100,,,,0.17,99.83,,,,,100,,,0.15,1.61,98.24,,,,,,,,,1.92,98.08,,,,6.68,93.32,,,,9.89,90.11,,,0.79,44.17,55.05,,,1.6,48.27,50.14,,,0.49,99.51,,,,2.32,97.68,,0.02,1.16,7.35,91.46,,0.23,3.83,14.47,81.47,
E07000113,Swale,69664,37093,1238,298,1153,0.04,0.9,8.03,91.03,3.18,9.52,30.74,56.56,1.75,3.74,16.23,78.28,3.31,15.43,31.91,49.35,,2.68,27.85,69.46,3.3,13.44,33.13,50.13,0,20.78,79.22,,,1.57,55.26,43.17,,,0,21.6,78.4,,,0.08,55.25,44.67,,,,65.77,34.23,,,0.09,54.29,45.62,,,0.01,0.07,0.78,1.84,97.29,0.31,1.57,7.28,19.07,71.77,0.33,0.72,1.45,5.3,92.2,0.4,1.86,8.72,23.59,65.43,,,0.67,10.07,89.26,0.43,1.39,7.81,22.98,67.39,,0.02,0.16,1.43,98.4,0.04,0.29,3.13,10.62,85.92,,0.43,1.04,3.56,94.97,,0.24,1.94,20.03,77.79,,,,9.06,90.94,,0.26,1.82,19.77,78.14,0.47,9.29,29.15,53.63,7.46,3.68,11.75,39.8,37.83,6.94,4.15,20.85,43.61,31.24,0.15,12.63,29.75,45.62,11.76,0.24,27.56,72.44,0,,,22.05,77.86,0.09,,,40.46,59.54,,,,53.05,46.95,,,
W06000011,Swansea,120025,37932,2277,205,1360,0.09,0.29,10.42,89.21,1.49,5.59,29.8,63.11,3.69,4.15,18.28,73.88,4.08,7.03,29.82,59.07,,1.95,22.93,75.12,1.32,5,25.15,68.53,0.11,41.76,58.13,,,0.4,62.51,37.09,,,1.48,49.57,48.96,,,1.84,57,41.15,,,,19.51,80.49,,,0.81,50.15,49.04,,,0.02,0.02,0.31,0.73,98.93,0.15,0.46,3.37,12.77,83.24,1.32,1.34,3.17,7.33,86.85,1.01,2.02,5.05,15.2,76.72,,,0.49,18.54,80.98,,0.51,3.6,15.66,80.22,0,0.01,0.2,0.44,99.34,0.05,0.28,2.36,9.25,88.06,0.64,0.98,2.16,5.52,90.69,0.7,0.79,4.57,11.55,82.39,,,,13.66,86.34,,0.07,2.65,10.88,86.4,4.25,13.41,18.3,44.91,19.12,21.41,21.5,28.74,25.2,3.15,10.66,31.24,30.41,18.3,9.39,32.37,35.51,24.31,6.52,1.29,7.01,18.81,74.18,,,33.71,24.01,42.28,,,14.04,39.98,45.98,,,46.09,32.77,21.15,,
E06000030,Swindon,105754,23010,1666,194,1017,,0.19,4.02,95.79,1.58,5.3,34.82,58.31,0.05,0.63,9.56,89.76,4.62,8.16,30.31,56.9,,0.52,25.26,74.23,2.65,4.82,29.7,62.83,,85.31,14.69,,,0.02,96.52,3.46,,,,61.95,38.05,,,,90.82,9.18,,,,78.35,21.65,,,,84.37,15.63,,,,,,0.08,99.92,0,0.04,0.45,6.73,92.78,,,0.02,0.56,99.42,,0.18,1.38,9.6,88.84,,,,1.55,98.45,,,1.18,5.8,93.02,,,,0.05,99.95,,0.02,0.07,3.14,96.77,,,0,0.37,99.63,,,0.54,5.58,93.88,,,,,100,,,0.2,3.15,96.66,0.01,1.79,8.55,46.14,43.51,0.48,8.89,22.16,39.2,29.27,2.99,11.23,31.05,37.84,16.89,7.11,27.88,29.65,22.65,12.71,7.07,75.81,17.12,,,32.32,49.54,18.14,,,29.81,64.91,5.28,,,60.76,32.79,6.45,,
E08000008,Tameside,115798,10314,1120,199,950,,0.01,0.36,99.63,0.3,0.64,20.68,78.38,0.74,0.55,2.82,95.89,0.18,0.89,18.84,80.09,,,13.07,86.93,,0.63,19.89,79.47,,92.66,7.34,,,0.01,97.97,2.02,,,,79.46,20.54,,,,98.48,1.52,,,,100,,,,,98.32,1.68,,,,,0.01,0.21,99.79,0,0.01,0.39,1.18,98.42,0.26,0.48,0.49,1.71,97.06,,,0.63,1.79,97.59,,,,0.5,99.5,,,0.74,2,97.26,,,,0.18,99.82,,0,0.34,0.95,98.71,,0.24,0.56,1.47,97.72,,,0.36,0.98,98.66,,,,,100,,,0.42,1.16,98.42,0,0.28,0.27,8.68,90.77,0.89,1.83,3.12,13.37,80.78,0.29,3.14,9.92,44.34,42.31,4.3,7.47,13.3,38.67,36.27,0,0.52,2.39,97.08,,1.27,2.8,7.16,88.77,,0.49,7.35,18.11,74.05,,4.69,11.35,19.87,64.09,
E07000199,Tamworth,36921,3089,441,,262,,,0.76,99.24,0.09,0.96,25.96,72.99,,,1.2,98.8,0.23,0.68,25.4,73.7,,,,,0.38,1.15,31.3,67.18,,53.6,46.4,,,,92.29,7.71,,,,42.47,57.53,,,,93.65,6.35,,,,,,,,,94.66,5.34,,,,,,,100,,,,2.96,97.04,,,,0.19,99.81,,0.23,0.23,2.04,97.51,,,,,,,0.38,0.38,2.67,96.56,,,,,100,,,,0.09,99.91,,,,,100,,,0.23,0.68,99.09,,,,,,,,0.38,0.38,99.24,,,3.03,11.87,85.11,,,2.46,20.1,77.44,,0.48,21.9,39.47,38.15,0.1,1.17,22.82,42.54,33.38,0.09,4.1,95.74,0.06,,0.16,4.92,92.23,2.69,,1.38,9.48,89.14,,,1.55,11.69,86.73,0.03,
E07000215,Tandridge,39579,24806,1122,326,806,0.08,0.61,6.36,92.95,3,13.68,27.94,55.37,0.1,2.07,14.02,83.81,7.22,16.58,29.95,46.26,,5.52,32.82,61.66,2.85,12.16,33.62,51.36,,33.66,66.34,,,0.13,68.17,31.7,,,,25.78,74.22,,,0.36,69.96,29.68,,,,50,50,,,,59.18,40.82,,,,,0.07,0.53,99.41,0.35,0.76,3.45,11.86,83.58,,0.04,0.45,3.18,96.33,0.45,2.23,5.08,16.22,76.02,,,0.92,16.56,82.52,,0.37,3.35,16.63,79.65,,,0.05,0.42,99.54,,0.47,1.51,7.85,90.17,,,0.19,2.46,97.36,,0.8,3.39,13.81,82,,,,15.95,84.05,,,0.74,14.02,85.24,3.36,15.97,21.06,34.78,24.83,8.44,18.93,25.7,28.95,17.97,9.84,25.27,38.04,24.22,2.64,21.02,34.73,24.86,16.66,2.73,36.79,30.33,26.23,6.65,,49.04,31.89,12.11,6.97,,60.9,29.07,9.42,0.61,,71.86,20.14,5.79,2.21,
E07000045,Teignbridge,68670,67410,2942,39,1943,0.66,1.49,6.06,91.79,4.27,7.32,30.19,58.22,6.11,8.88,19.72,65.29,10.03,13.7,27.16,49.12,,,15.38,84.62,4.07,9.93,26.81,59.19,0.17,52.36,47.47,,,1.51,79.21,19.27,,,1.95,56.67,41.38,,,6.12,63.63,30.25,,,,41.03,58.97,,,0.26,62.02,37.73,,,0.23,0.29,0.47,1.66,97.35,1.32,1.85,4.61,9.99,82.22,1.64,3.38,4.53,9.44,81.02,2.48,5.44,9.31,15.57,67.2,,,,,100,,2.26,8.13,14.51,75.09,0.09,0.18,0.38,1.35,98,0.59,1.23,3.43,7.36,87.39,0.6,1.65,4,10.51,83.24,1.43,2.82,6.39,15.87,73.49,,,,,100,,0.05,2.78,14.41,82.76,6.91,29.51,33.72,29.84,0.03,33.5,28.27,27.12,10.93,0.18,9.67,52.83,29.31,8.19,,44.55,39.31,14.45,1.69,,60.55,39.11,0.33,,,76.17,22.89,0.94,0,,76.57,23.4,0.03,,,88.3,11.59,0.1,,
E06000020,Telford and Wrekin,88164,29015,1883,130,1182,0.11,0.47,4.18,95.24,2.44,4.51,29.09,63.96,0.78,1.89,10.12,87.21,7.01,12.96,30.7,49.34,,1.54,28.46,70,4.23,6.94,33.25,55.58,,63.71,36.29,,,0.23,86.75,13.02,,,0.01,49.46,50.54,,,0.16,89.64,10.2,,,,92.31,7.69,,,0.17,88.24,11.59,,,0,0.02,0.1,0.86,99.02,0.67,1.2,2.47,7.79,87.87,0.17,0.18,0.63,3.53,95.49,0.74,3.4,7.7,17.63,70.53,,,0.77,14.62,84.62,0.76,2.62,4.15,14.38,78.09,,0,0.03,0.26,99.71,0.14,0.6,1.18,5.02,93.06,,0.07,0.31,1.31,98.31,0.11,0.8,3.88,10.94,84.28,,,,4.62,95.38,0.08,0.85,3.05,6.43,89.59,8.44,24.36,66.8,0.4,,16.66,48.02,35.08,0.25,,13.83,54.91,31.26,,,32.22,55.12,12.65,,,99.53,0.43,0.04,,,99.64,0.34,0.02,,,100,,,,,100,,,,
E07000076,Tendring,78810,33474,2452,,798,0,0.1,4.88,95.01,1.67,6.57,26.41,65.35,0.04,1.07,10.58,88.3,2.85,11.79,29.98,55.38,,,,,0.25,6.39,28.2,65.16,,43.61,56.39,,,0.01,73.96,26.03,,,,41.83,58.17,,,,73.25,26.75,,,,,,,,,71.18,28.82,,,,0,0,1.4,98.59,0.19,1.59,5.11,15.87,77.23,,0.01,0.2,1.77,98.01,0.57,2.65,7.34,21.7,67.74,,,,,,,0.13,2.13,20.3,77.44,,,0,0.3,99.7,0,0.26,2.44,10.14,87.15,,,0.04,1.4,98.56,,0.94,4.93,17.54,76.59,,,,,,,0.13,0.88,14.04,84.96,1.68,6.79,31.53,21.28,38.72,2.99,13.34,46.97,25.4,11.31,6.88,22.24,30.78,23.32,16.77,13.11,28.57,42.2,12.38,3.74,8.1,91.9,,,,6.5,93.5,,,,42.72,57.28,,,,36.83,63.17,,,
E07000093,Test Valley,61842,62748,2764,227,2286,0.22,0.56,9.9,89.32,4,6.41,32.67,56.92,1.07,4.37,17.43,77.13,5.39,10.02,29.85,54.74,,,33.04,66.96,2.97,6.61,30.05,60.37,,32,68,,,0.35,60.63,39.02,,,0.01,51.03,48.96,,,0.4,71.56,28.04,,,,72.69,27.31,,,0.26,69.2,30.53,,,0,0.09,0.12,1.47,98.31,0.6,1.86,3.9,12.96,80.68,0.08,0.4,1.15,5.14,93.23,0.65,2.46,5.64,18.49,72.76,,,,7.49,92.51,0.26,0.92,3.81,16.32,78.7,,0,0.1,0.84,99.05,0.13,0.52,2.69,9.92,86.74,,0.1,0.57,3.73,95.6,0.14,0.62,3.87,12.77,82.6,,,,6.61,93.39,0.04,0.22,1.62,10.89,87.23,8.87,9.31,23.02,33.83,24.97,32.43,23.61,20.75,17.47,5.74,12.48,23.44,34.27,22.97,6.83,46.66,30.83,14.52,6.75,1.23,63.1,36.06,0.84,,,74.34,24.67,0.99,,,82.05,17.95,0.01,,,90.46,9.51,0.03,,
E07000083,Tewkesbury,49872,41442,1897,355,1346,0.03,0.43,11.03,88.51,2.9,10.18,33.41,53.51,0.76,2.07,15.03,82.14,6.75,13.71,31.21,48.34,,2.82,19.72,77.46,4.68,7.58,30.09,57.65,0.01,54.36,45.64,,,0.06,71.98,27.95,,,0.02,50.64,49.33,,,0.47,80.86,18.66,,,,55.77,44.23,,,,70.73,29.27,,,0,0.02,0.04,0.91,99.02,0.36,1.86,4.44,21.95,71.38,0.1,0.36,1.29,3.89,94.37,1.42,3.11,6.8,22.56,66.1,,,1.41,6.76,91.83,0.37,1.56,4.01,15.6,78.45,0,,0.03,0.75,99.22,0.01,0.68,2.42,13.09,83.79,0,0.12,0.47,3.2,96.21,0.37,1.48,5.32,16.55,76.28,,,,1.13,98.87,,0.37,2.01,9.36,88.26,2.73,17.29,39.55,32.32,8.11,8.39,26.76,28.21,28.34,8.3,11.41,42.1,31.72,13.28,1.49,18.44,43.8,26.08,10.34,1.34,54.16,45.83,0.01,,,54.87,45.02,0.11,,,82.64,17.36,,,,85.11,14.89,,,
E07000114,Thanet,76035,10351,1104,,687,,0.16,2.51,97.32,0.96,5.34,14.35,79.34,,0.15,3.27,96.58,0.91,4.53,19.02,75.54,,,,,1.16,5.53,19.36,73.94,,28.84,71.16,,,0.01,52.44,47.56,,,,48.94,51.06,,,,63.22,36.78,,,,,,,,,62.15,37.85,,,,,,0.41,99.59,,0.16,2.22,9.55,88.07,,,0.02,0.35,99.63,,0.91,3.53,8.88,86.68,,,,,,,1.31,3.93,9.17,85.59,,,,0.28,99.72,,0.01,0.73,8.34,90.92,,,,0.21,99.79,,,1.27,9.6,89.13,,,,,,,,0.44,11.21,88.36,,0.24,9.56,59.88,30.32,0.02,1.25,31.15,47.78,19.8,0.22,5.33,42.33,39.07,13.04,1.13,23.48,40.22,29.57,5.6,4.83,95.17,,,,3.73,96.27,,,,23.96,76.04,,,,33.64,66.36,,,
E07000102,Three Rivers,40521,8885,488,245,646,0.18,0.08,0.48,99.26,0.76,2.79,26.07,70.39,0.73,1.56,7.2,90.5,0.2,1.43,26.64,71.72,,,15.92,84.08,0.15,0.31,22.45,77.09,,26.49,73.51,,,0.17,74.45,25.38,,,,48.9,51.1,,,,76.02,23.98,,,,86.94,13.06,,,,79.41,20.59,,,0,0.02,0.05,0.12,99.81,0.2,0.12,0.58,3.24,95.86,0.01,0.2,0.42,1.63,97.74,,,0.2,4.71,95.08,,,0.82,3.67,95.51,,,0.31,4.18,95.51,,0,0.02,0.05,99.92,0.16,0.06,0.3,2.33,97.15,,0.01,0.28,1.44,98.27,,,,3.48,96.52,,,0.82,3.67,95.51,,,0.31,3.72,95.98,0.1,0.32,6.44,20.21,72.93,0.23,2.33,10.5,22.33,64.61,0.32,5.84,15.29,51.23,27.32,3.13,10.77,20.88,35.96,29.26,0.24,3.33,4.86,91.57,,1.88,6.28,12.99,78.85,,5.66,7.49,28.93,57.92,,10.12,18.11,29.77,42,
E06000034,Thurrock,73343,16303,1353,66,1065,,0,2.91,97.08,0.73,8.84,30.69,59.73,,0.17,6.53,93.3,0.89,4.8,29.34,64.97,,10.61,33.33,56.06,1.03,5.45,29.01,64.51,,72.41,27.59,,,0.06,89.17,10.76,,,,83.81,16.19,,,0.15,94.6,5.25,,,,100,,,,0.19,94.46,5.35,,,,,,0.02,99.98,0,0.04,1.1,9.42,89.44,,,,0.31,99.69,,,0.67,9.9,89.43,,,1.52,12.12,86.36,,,0.94,9.48,89.58,,,,,100,,0.02,0.22,3.95,95.81,,,,0.09,99.91,,,0.07,3.92,96.01,,,,3.03,96.97,,,0.09,3.94,95.96,,0.81,7.65,30.12,61.42,,0.93,6.98,35.69,56.39,0.48,5.12,12.87,54.43,27.11,0.79,12.86,29.53,37.37,19.45,1.06,20.03,20.58,58.33,,0.37,19.41,29.63,50.59,,13.52,15.3,25.19,45.99,,16.89,31.54,27.1,24.47,
E07000115,Tonbridge and Malling,59243,24021,1382,366,1466,0.05,2.64,6.89,90.42,5.47,14.94,32.05,47.53,1.64,4.26,15.7,78.39,5.21,13.24,38.86,42.69,5.46,6.83,28.42,59.29,3.89,11.53,37.99,46.59,,43.68,56.32,,,0.56,79.2,20.24,,,,34.81,65.19,,,0.94,69.39,29.67,,,0.27,87.43,12.3,,,0.34,70.74,28.92,,,0.01,0.06,0.17,1.34,98.43,0.33,4.4,8.34,18.69,68.24,0.02,0.46,1.98,5.16,92.38,0.14,3.33,11.29,24.82,60.42,0.55,3.01,12.57,21.86,62.02,0.27,2.73,10.5,24.56,61.94,,0,0.18,0.79,99.02,0.06,0.67,6.35,18.39,74.55,,0.03,0.66,5.12,94.18,,0.43,8.39,24.53,66.64,,0.55,7.92,24.04,67.49,,0.27,6.75,24.08,68.89,1.92,18.25,23.02,41.11,15.71,8.92,20.2,30.66,28.08,12.14,7.62,35.45,39.97,14.09,2.87,23.35,37.28,28.38,8.3,2.69,41.97,57.91,0.1,0.01,,40.19,58.74,0.87,0.2,,73.02,26.98,,,,78.24,21.75,0.01,,
