House of Commons General Election 2024 results by constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Note 1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONS ID,ONS region ID,Constituency name,Region name,Country name,Constituency type,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner,
S14000086,S92000003,Glasgow North East,Scotland,Scotland,Burgh,Maureen,Burke,Female,Lab gain from SNP,Lab,SNP,"72,610","34,091",81,"4,637","1,182","15,639",592,"2,272","2,471","11,002",0,0,0,0,0,0,933,0,
S14000087,S92000003,Glasgow South,Scotland,Scotland,Burgh,Gordon,McKee,Male,Lab gain from SNP,Lab,SNP,"70,219","42,378",144,"4,154","1,617","17,696","1,316","1,736","5,554","13,542",0,0,0,0,0,0,917,0,
S14000088,S92000003,Glasgow South West,Scotland,Scotland,Burgh,Zubir,Ahmed,Male,Lab gain from SNP,Lab,SNP,"68,871","35,669",51,"3,285","1,387","15,552",958,"2,236","2,727","12,267",0,0,0,0,0,0,542,0,
S14000089,S92000003,Glasgow West,Scotland,Scotland,Burgh,Patricia,Ferguson,Female,Lab gain from SNP,Lab,SNP,"69,028","39,902",186,"6,446","1,720","18,621","1,316","2,098","3,662","12,175",0,0,0,0,0,0,310,0,
E14001247,E12000009,Glastonbury and Somerton,South West,England,County,Sarah,Dyke,Female,LD gain from Con,LD,Con,"73,268","47,642",203,"6,611","13,753","3,111","20,364","7,678","2,736",0,0,0,0,0,0,0,0,0,
S14000090,S92000003,Glenrothes and Mid Fife,Scotland,Scotland,County,Richard,Baker,Male,Lab gain from SNP,Lab,SNP,"70,655","36,139",124,"2,954","1,973","15,994","1,604","3,528",0,"13,040",0,0,0,0,0,0,0,0,
E14001248,E12000009,Gloucester,South West,England,Borough,Alex,McIntyre,Male,Lab gain from Con,Lab,Con,"79,475","45,692",144,"3,431","13,041","16,472","4,759","7,307","2,307",0,0,0,0,0,0,0,"1,806",0,
E14001249,E12000008,Godalming and Ash,South East,England,County,Jeremy,Hunt,Male,Con hold,Con,LD,"75,816","54,696",138,891,"23,293","2,748","22,402","4,815","1,243",0,0,0,0,0,0,0,195,0,
E14001250,E12000003,Goole and Pocklington,Yorkshire and The Humber,England,County,David,Davis,Male,Con hold,Con,Lab,"79,925","49,742",165,"3,572","18,981","15,409","3,380","9,054","2,451",0,0,0,0,0,0,0,467,0,
S14000091,S92000003,Gordon and Buchan,Scotland,Scotland,County,Harriet,Cross,Female,Con hold,Con,SNP,"69,605","43,848",166,878,"14,418","4,686","7,307","3,897",0,"13,540",0,0,0,0,0,0,0,0,
E14001251,E12000002,Gorton and Denton,North West,England,Borough,Andrew,Gwynne,Male,Lab hold,Lab,RUK,"76,524","36,560",175,"13,413","2,888","18,555","1,399","5,142","4,810",0,0,0,0,0,0,0,"3,766",0,
E14001252,E12000008,Gosport,South East,England,Borough,Caroline,Dinenage,Female,Con hold,Con,Lab,"73,261","44,277",134,"6,054","17,830","11,776","4,039","7,983","1,948",0,0,0,0,0,0,0,701,0,
W07000097,W92000004,Gower,Wales,Wales,County,Tonia,Antoniazzi,Female,Lab hold,Lab,Con,"76,123","47,229",160,"11,567","8,913","20,480","2,593","8,530","2,488",0,"3,942",0,0,0,0,0,283,0,
E14001253,E12000004,Grantham and Bourne,East Midlands,England,County,Gareth,Davies,Male,Con hold,Con,Lab,"73,285","46,125",150,"4,496","16,770","12,274","2,027","9,393","2,570",0,0,0,0,0,0,0,"3,091",0,
E14001254,E12000008,Gravesham,South East,England,County,Lauren,Sullivan,Female,Lab gain from Con,Lab,Con,"73,094","43,232",134,"2,712","13,911","16,623","1,534","8,910","2,254",0,0,0,0,0,0,0,0,0,
E14001255,E12000003,Great Grimsby and Cleethorpes,Yorkshire and The Humber,England,Borough,Melanie,Onn,Female,Lab gain from Con,Lab,RUK,"76,157","36,619",97,"4,803","8,269","15,336","1,036","10,533","1,115",0,0,0,0,0,0,0,330,0,
E14001256,E12000006,Great Yarmouth,East of England,England,County,Rupert,Lowe,Male,RUK gain from Con,RUK,Lab,"73,317","40,748",121,"1,426","10,034","12,959","1,102","14,385","1,736",0,0,0,0,0,0,0,532,0,
E14001257,E12000007,Greenwich and Woolwich,London,England,Borough,Matthew,Pennycook,Male,Lab hold,Lab,Green,"73,073","42,719",221,"18,366","4,863","23,999","3,865","3,305","5,633",0,0,0,0,0,0,0,"1,054",0,
E14001258,E12000008,Guildford,South East,England,County,Zöe,Franklin,Female,LD gain from Con,LD,Con,"70,662","48,294",162,"8,429","14,508","3,931","22,937","4,395","2,268",0,0,0,0,0,0,0,255,0,
E14001259,E12000007,Hackney North and Stoke Newington,London,England,Borough,Diane,Abbott,Female,Lab hold,Lab,Green,"77,812","40,959",254,"15,080","3,457","24,355","1,562","1,283","9,275",0,0,0,0,0,0,0,"1,027",0,
E14001260,E12000007,Hackney South and Shoreditch,London,England,Borough,Meg,Hillier,Female,Lab hold,Lab,Green,"78,277","41,701",213,"14,737","2,076","24,724","1,996","1,601","9,987",0,0,0,0,0,0,0,"1,317",0,
E14001261,E12000005,Halesowen,West Midlands,England,Borough,Alex,Ballinger,Male,Lab gain from Con,Lab,Con,"68,549","38,578",142,"4,364","10,659","15,023","2,261","8,484","2,151",0,0,0,0,0,0,0,0,0,
E14001262,E12000003,Halifax,Yorkshire and The Humber,England,Borough,Kate,Dearden,Female,Lab hold,Lab,Con,"77,516","40,214",149,"6,269","7,866","14,135","2,359","7,811","4,133",0,0,0,0,0,0,0,"3,910",0,
E14001263,E12000008,Hamble Valley,South East,England,County,Paul,Holmes,Male,Con hold,Con,LD,"79,478","54,004",187,"4,802","19,671","8,753","14,869","8,216","2,310",0,0,0,0,0,0,0,185,0,
S14000092,S92000003,Hamilton and Clyde Valley,Scotland,Scotland,County,Imogen,Walker,Female,Lab gain from SNP,Lab,SNP,"75,480","42,084",183,"9,472","4,589","21,020","1,511","3,299",0,"11,548",0,0,0,0,0,0,117,0,
E14001264,E12000007,Hammersmith and Chiswick,London,England,Borough,Andy,Slaughter,Male,Lab hold,Lab,Con,"75,860","46,021",260,"15,290","8,783","24,073","4,292","2,929","4,468",0,0,0,0,0,0,0,"1,476",0,
E14001265,E12000007,Hampstead and Highgate,London,England,Borough,Tulip,Siddiq,Female,Lab hold,Lab,Con,"80,029","48,550",238,"14,970","8,462","23,432","6,181","2,940","6,630",0,0,0,0,0,0,0,905,0,
E14001266,E12000004,"Harborough, Oadby and Wigston",East Midlands,England,County,Neil,O'Brien,Male,Con hold,Con,Lab,"77,075","50,386",191,"2,378","18,614","16,236","4,732","6,332","4,269",0,0,0,0,0,0,0,203,0,
E14001267,E12000006,Harlow,East of England,England,County,Chris,Vince,Male,Lab gain from Con,Lab,Con,"74,683","43,357",117,"2,504","13,809","16,313","1,350","9,461","2,267",0,0,0,0,0,0,0,157,0,
E14001268,E12000006,Harpenden and Berkhamsted,East of England,England,County,Victoria,Collins,Female,LD gain from Con,LD,Con,"72,242","54,336",188,"10,708","16,574","4,061","27,282","4,245","1,951",0,0,0,0,0,0,0,223,0,
E14001269,E12000003,Harrogate and Knaresborough,Yorkshire and The Humber,England,County,Tom,Gordon,Male,LD gain from Con,LD,Con,"77,955","52,064",125,"8,238","15,738","4,153","23,976","5,679","1,762",0,0,0,0,0,0,0,756,0,
E14001270,E12000007,Harrow East,London,England,Borough,Bob,Blackman,Male,Con hold,Con,Lab,"76,513","47,777",204,"11,680","25,466","13,786","1,511","2,188","2,006",0,0,0,0,0,0,0,"2,820",0,
E14001271,E12000007,Harrow West,London,England,Borough,Gareth,Thomas,Male,Lab hold,Lab,Con,"79,902","45,241",150,"6,642","13,191","19,833","2,404","2,639","2,438",0,0,0,0,0,0,0,"4,736",0,
E14001272,E12000001,Hartlepool,North East,England,County,Jonathan,Brash,Male,Lab hold,Lab,RUK,"71,437","35,511",88,"7,698","7,767","16,414",572,"8,716",834,0,0,0,0,0,0,0,"1,208",0,
E14001273,E12000006,Harwich and North Essex,East of England,England,County,Bernard,Jenkin,Male,Con hold,Con,Lab,"76,296","48,043",195,"1,162","16,522","15,360","3,561","9,806","2,794",0,0,0,0,0,0,0,0,0,
E14001274,E12000008,Hastings and Rye,South East,England,County,Helena,Dollimore,Female,Lab gain from Con,Lab,Con,"75,939","45,990",183,"8,653","10,481","19,134","2,586","7,401","5,761",0,0,0,0,0,0,0,627,0,
E14001275,E12000008,Havant,South East,England,Borough,Alan,Mak,Male,Con hold,Con,Lab,"72,323","42,186",133,92,"12,986","12,894","3,275","9,959","2,861",0,0,0,0,0,0,0,211,0,
E14001276,E12000007,Hayes and Harlington,London,England,Borough,John,McDonnell,Male,Lab hold,Lab,Con,"74,405","38,315",118,"12,031","8,374","20,405","1,316","4,114","2,131",0,0,0,0,0,0,0,"1,975",0,
E14001277,E12000002,Hazel Grove,North West,England,County,Lisa,Smart,Female,LD gain from Con,LD,Lab,"72,846","45,998",170,"6,500","9,011","10,828","17,328","6,955","1,763",0,0,0,0,0,0,0,113,0,
E14001278,E12000006,Hemel Hempstead,East of England,England,County,David,Taylor,Male,Lab gain from Con,Lab,Con,"71,035","44,108",168,"4,857","11,987","16,844","5,096","7,689","2,492",0,0,0,0,0,0,0,0,0,
E14001279,E12000007,Hendon,London,England,Borough,David,Pinto-Duschinsky,Male,Lab gain from Con,Lab,Con,"74,865","41,256",190,15,"15,840","15,855","1,966","3,038","2,667",0,0,0,0,0,0,0,"1,890",0,
E14001280,E12000008,Henley and Thame,South East,England,County,Freddie,Van Mierlo,Male,LD gain from Con,LD,Con,"73,749","53,157",174,"6,267","17,637","3,574","23,904","5,213","2,008",0,0,0,0,0,0,0,821,0,
E14001281,E12000005,Hereford and South Herefordshire,West Midlands,England,County,Jesse,Norman,Male,Con hold,Con,Lab,"72,203","45,572",154,"1,279","14,871","13,592","5,325","8,395","3,175",0,0,0,0,0,0,0,214,0,
E14001282,E12000008,Herne Bay and Sandwich,South East,England,County,Roger,Gale,Male,Con hold,Con,Lab,"77,869","48,827",196,"2,499","17,243","14,744","2,709","10,602","3,529",0,0,0,0,0,0,0,0,0,
E14001283,E12000006,Hertford and Stortford,East of England,England,County,Joshua Robert Abraham,Dean,Male,Lab gain from Con,Lab,Con,"78,915","54,009",203,"4,748","16,060","20,808","4,167","8,325","4,373",0,0,0,0,0,0,0,276,0,
E14001284,E12000006,Hertsmere,East of England,England,County,Oliver,Dowden,Male,Con hold,Con,Lab,"73,465","48,007",204,"7,992","21,451","13,459","3,710","6,584","2,267",0,0,0,0,0,0,0,536,0,
E14001285,E12000001,Hexham,North East,England,County,Joe,Morris,Male,Lab gain from Con,Lab,Con,"76,431","51,828",433,"3,713","20,275","23,988","2,376",0,"2,467",0,0,0,0,0,0,0,"2,722",0,
E14001286,E12000002,Heywood and Middleton North,North West,England,County,Elsie,Blundell,Female,Lab hold,Lab,RUK,"73,328","37,130",146,"6,082","6,423","15,069","2,302","8,987",0,0,0,0,0,0,0,0,"4,349",0,
E14001287,E12000004,High Peak,East Midlands,England,County,Jon,Pearce,Male,Lab gain from Con,Lab,Con,"74,385","49,206",178,"7,908","14,625","22,533","1,707","6,959","3,382",0,0,0,0,0,0,0,0,0,
E14001288,E12000004,Hinckley and Bosworth,East Midlands,England,County,Luke,Evans,Male,Con hold,Con,LD,"76,438","47,799",147,"5,408","17,032","8,601","11,624","8,817","1,514",0,0,0,0,0,0,0,211,0,
E14001289,E12000006,Hitchin,East of England,England,County,Alistair,Strathern,Male,Lab gain from Con,Lab,Con,"75,877","52,510",179,"8,109","14,958","23,067","4,913","6,760","2,631",0,0,0,0,0,0,0,181,0,
E14001290,E12000007,Holborn and St Pancras,London,England,Borough,Keir,Starmer,Male,Lab hold,Lab,Ind,"71,300","38,602",223,"11,572","2,776","18,884","2,236","2,371","4,030",0,0,0,0,0,0,0,"8,305",0,
E14001291,E12000009,Honiton and Sidmouth,South West,England,County,Richard,Foord,Male,LD gain from Con,LD,Con,"75,537","50,655",137,"6,700","16,307","2,947","23,007","6,289","1,394",0,0,0,0,0,0,0,711,0,
E14001292,E12000007,Hornchurch and Upminster,London,England,Borough,Julia,Lopez,Female,Con hold,Con,RUK,"75,438","46,911",125,"1,943","15,260","12,939","2,381","13,317","2,620",0,0,0,0,0,0,0,394,0,
E14001293,E12000007,Hornsey and Friern Barnet,London,England,Borough,Catherine,West,Female,Lab hold,Lab,Green,"69,885","48,642",287,"21,475","4,011","28,535","6,099","1,989","7,060",0,0,0,0,0,0,0,948,0,
E14001294,E12000008,Horsham,South East,England,County,John,Milne,Male,LD gain from Con,LD,Con,"79,150","55,499",225,"2,517","19,115","5,979","21,632","6,116","2,137",0,0,0,0,0,0,0,520,0,
E14001295,E12000001,Houghton and Sunderland South,North East,England,County,Bridget,Phillipson,Female,Lab hold,Lab,RUK,"78,448","40,032",101,"7,169","5,514","18,837","2,290","11,668","1,723",0,0,0,0,0,0,0,0,0,
E14001296,E12000008,Hove and Portslade,South East,England,Borough,Peter,Kyle,Male,Lab hold,Lab,Green,"74,063","51,909",247,"19,791","6,630","27,209","3,046","4,558","7,418",0,0,0,0,0,0,0,"3,048",0,
E14001297,E12000003,Huddersfield,Yorkshire and The Humber,England,Borough,Harpreet,Uppal,Female,Lab hold,Lab,Green,"77,795","40,165",147,"4,533","6,559","15,101","1,741","6,196","10,568",0,0,0,0,0,0,0,0,0,
E14001298,E12000006,Huntingdon,East of England,England,County,Ben,Obese-Jecty,Male,Con hold,Con,Lab,"79,074","52,040",194,"1,499","18,257","16,758","4,821","8,039","3,042",0,0,0,0,0,0,0,"1,123",0,
E14001299,E12000002,Hyndburn,North West,England,County,Sarah,Smith,Female,Lab gain from Con,Lab,Con,"67,147","36,374",149,"1,687","10,499","12,186","1,210","7,541","4,938",0,0,0,0,0,0,0,0,0,
E14001300,E12000007,Ilford North,London,England,Borough,Wes,Streeting,Male,Lab hold,Lab,Ind,"78,657","46,888",121,528,"9,619","15,647","1,088","3,621","1,794",0,0,0,0,0,0,0,"15,119",0,
E14001301,E12000007,Ilford South,London,England,Borough,Jas,Athwal,Male,Lab hold,Lab,Ind,"80,993","41,170",167,"6,894","6,142","16,537","1,340","2,329","3,437",0,0,0,0,0,0,0,"11,385",0,
S14000093,S92000003,Inverclyde and Renfrewshire West,Scotland,Scotland,County,Martin,McCluskey,Male,Lab gain from SNP,Lab,SNP,"70,126","40,350",101,"6,371","2,863","18,931","1,259","2,476","1,173","12,560",0,0,0,0,0,0,"1,088",0,
S14000094,S92000003,"Inverness, Skye and West Ross-shire",Scotland,Scotland,County,Angus,MacDonald,Male,LD gain from SNP,LD,SNP,"77,927","48,056",168,"2,160","2,502","6,246","18,159","2,934","2,038","15,999",0,0,0,0,0,0,178,0,
E14001302,E12000006,Ipswich,East of England,England,Borough,Jack,Abbott,Male,Lab gain from Con,Lab,Con,"75,396","44,071",167,"7,403","11,696","19,099","2,241","7,027","3,652",0,0,0,0,0,0,0,356,0,
E14001303,E12000008,Isle of Wight East,South East,England,County,Joe,Robertson,Male,Con hold,Con,RUK,"55,855","34,078",71,"3,323","10,427","6,264","3,550","7,104","6,313",0,0,0,0,0,0,0,420,0,
E14001304,E12000008,Isle of Wight West,South East,England,County,Richard,Quigley,Male,Lab gain from Con,Lab,Con,"55,406","34,290",78,"3,177","10,063","13,240","2,726","5,834","2,310",0,0,0,0,0,0,0,117,0,
E14001305,E12000007,Islington North,London,England,Borough,Jeremy,Corbyn,Male,Ind gain from Lab,Ind,Lab,"72,852","49,006",189,"7,247","1,950","16,873","1,661","1,710","2,660",0,0,0,0,0,0,0,"24,152","24,120",
E14001306,E12000007,Islington South and Finsbury,London,England,Borough,Emily,Thornberry,Female,Lab hold,Lab,Green,"74,122","42,754",235,"15,455","3,584","22,946","4,045","3,388","7,491",0,0,0,0,0,0,0,"1,300",0,
E14001307,E12000001,Jarrow and Gateshead East,North East,England,Borough,Kate,Osborne,Female,Lab hold,Lab,RUK,"70,272","36,728",85,"8,964","3,354","18,856","1,740","9,892","2,384",0,0,0,0,0,0,0,502,0,
E14001308,E12000003,Keighley and Ilkley,Yorkshire and The Humber,England,County,Robbie,Moore,Male,Con hold,Con,Lab,"74,367","46,186",175,"1,625","18,589","16,964",970,"4,782","2,447",0,0,0,0,0,0,0,"2,434",0,
E14001309,E12000005,Kenilworth and Southam,West Midlands,England,County,Jeremy,Wright,Male,Con hold,Con,Lab,"74,923","53,320",184,"6,574","19,395","12,821","10,464","6,920","3,125",0,0,0,0,0,0,0,595,0,
E14001310,E12000007,Kensington and Bayswater,London,England,Borough,Joe,Powell,Male,Lab hold,Lab,Con,"77,306","41,908",213,"2,903","14,122","17,025","2,910","2,514","2,732",0,0,0,0,0,0,0,"2,605",0,
E14001311,E12000004,Kettering,East Midlands,England,County,Rosie,Wrighting,Female,Lab gain from Con,Lab,Con,"79,360","50,231",152,"3,820","14,189","18,009","1,357","8,468","7,004",0,0,0,0,0,0,0,"1,204",0,
S14000110,S92000003,Kilmarnock and Loudoun,Scotland,Scotland,County,Lillian,Jones,Female,Lab gain from SNP,Lab,SNP,"74,628","42,478",134,"5,119","3,527","19,055",850,"3,472","1,237","13,936",0,0,0,0,0,0,401,0,
E14001312,E12000007,Kingston and Surbiton,London,England,Borough,Ed,Davey,Male,LD hold,LD,Con,"77,353","50,664",149,"17,235","8,635","6,561","25,870","4,787","3,009",0,0,0,0,0,0,0,"1,802",0,
E14001313,E12000003,Kingston upon Hull East,Yorkshire and The Humber,England,Borough,Karl,Turner,Male,Lab hold,Lab,RUK,"70,650","29,816",88,"3,920","2,715","13,047","3,252","9,127","1,675",0,0,0,0,0,0,0,0,0,
E14001314,E12000003,Kingston upon Hull North and Cottingham,Yorkshire and The Humber,England,Borough,Diana,Johnson,Female,Lab hold,Lab,RUK,"75,280","38,228",137,"10,679","4,897","18,480","3,246","7,801","2,322",0,0,0,0,0,0,0,"1,482",0,
E14001315,E12000003,Kingston upon Hull West and Haltemprice,Yorkshire and The Humber,England,Borough,Emma,Hardy,Female,Lab gain from Con,Lab,RUK,"73,252","38,178",116,"8,979","6,924","17,875","2,625","8,896","1,748",0,0,0,0,0,0,0,110,0,
E14001316,E12000005,Kingswinford and South Staffordshire,West Midlands,England,County,Mike,Wood,Male,Con hold,Con,Lab,"71,645","45,180",146,"6,303","18,199","11,896","2,080","9,928","2,077",0,0,0,0,0,0,0,"1,000",0,
E14001317,E12000002,Knowsley,North West,England,Borough,Anneliese,Midgley,Female,Lab hold,Lab,RUK,"71,964","36,047",88,"18,319","1,496","24,243","1,232","5,924","2,772",0,0,0,0,0,0,0,380,0,
N05000009,N92000002,Lagan Valley,Northern Ireland,Northern Ireland,County,Sorcha-Lucy,Eastwood,Female,APNI gain from DUP,APNI,DUP,"82,201","49,081",162,"2,959",0,0,0,0,433,0,0,"15,659",0,"1,028","11,157","18,618","2,186",0,
E14001318,E12000002,Lancaster and Wyre,North West,England,County,Cat,Smith,Female,Lab gain from Con,Lab,Con,"74,760","43,008",199,"9,253","10,062","19,315","1,529","6,866","5,236",0,0,0,0,0,0,0,0,0,
E14001319,E12000003,Leeds Central and Headingley,Yorkshire and The Humber,England,Borough,Alex,Sobel,Male,Lab hold,Lab,Green,"70,554","31,595",135,"8,422","2,237","15,853","2,611","2,399","7,431",0,0,0,0,0,0,0,"1,064",0,
E14001320,E12000003,Leeds East,Yorkshire and The Humber,England,County,Richard,Burgon,Male,Lab hold,Lab,RUK,"76,207","39,388",129,"11,265","6,898","18,610","1,445","7,345","3,506",0,0,0,0,0,0,0,"1,584",0,
E14001321,E12000003,Leeds North East,Yorkshire and The Humber,England,Borough,Fabian,Hamilton,Male,Lab hold,Lab,Con,"70,178","45,167",221,"16,083","7,177","23,260","2,168","3,426","5,911",0,0,0,0,0,0,0,"3,225",0,
E14001322,E12000003,Leeds North West,Yorkshire and The Humber,England,County,Katie,White,Female,Lab gain from Con,Lab,Con,"71,592","49,777",176,"11,896","10,986","22,882","5,641","5,935","3,231",0,0,0,0,0,0,0,"1,102",0,
E14001323,E12000003,Leeds South,Yorkshire and The Humber,England,Borough,Hilary,Benn,Male,Lab hold,Lab,Green,"75,953","31,678",473,"11,279","4,172","17,117","1,340",0,"5,838",0,0,0,0,0,0,0,"3,211",0,
E14001324,E12000003,Leeds South West and Morley,Yorkshire and The Humber,England,Borough,Mark,Sewards,Male,Lab gain from Con,Lab,Con,"71,854","40,209",114,"8,423","9,258","17,681","1,798","8,187","2,522",0,0,0,0,0,0,0,763,0,
E14001325,E12000003,Leeds West and Pudsey,Yorkshire and The Humber,England,Borough,Rachel,Reeves,Female,Lab hold,Lab,Con,"70,069","38,494",121,"12,392","6,584","18,976","1,743","6,281","3,794",0,0,0,0,0,0,0,"1,116",0,
E14001326,E12000004,Leicester East,East Midlands,England,Borough,Shivani,Raja,Female,Con gain from Lab,Con,Lab,"76,560","46,714",255,"4,426","14,526","10,100","6,329","2,611","2,143",0,0,0,0,0,0,0,"11,005",0,
E14001327,E12000004,Leicester South,East Midlands,England,Borough,Shockat,Adam,Male,Ind gain from Lab,Ind,Lab,"70,867","41,837",158,979,"4,820","13,760","1,425","2,470","3,826",0,0,0,0,0,0,0,"15,536","14,739",
E14001328,E12000004,Leicester West,East Midlands,England,Borough,Liz,Kendall,Female,Lab hold,Lab,Con,"74,102","35,397",161,"8,777","7,021","15,798","2,179","5,666","4,089",0,0,0,0,0,0,0,644,0,
E14001329,E12000002,Leigh and Atherton,North West,England,Borough,Jo,Platt,Female,Lab gain from Con,Lab,RUK,"79,978","41,170",147,"8,881","6,483","19,971","1,597","11,090","1,653",0,0,0,0,0,0,0,376,0,
E14001330,E12000008,Lewes,South East,England,County,James,MacCleary,Male,LD gain from Con,LD,Con,"76,166","53,173",171,"12,624","14,271","3,574","26,895","6,335","1,869",0,0,0,0,0,0,0,229,0,
E14001331,E12000007,Lewisham East,London,England,Borough,Janet,Daby,Female,Lab hold,Lab,Green,"73,380","40,637",192,"18,073","4,401","23,646","2,471","3,469","5,573",0,0,0,0,0,0,0,"1,077",0,
E14001332,E12000007,Lewisham North,London,England,Borough,Vicky,Foxcroft,Female,Lab hold,Lab,Green,"74,205","44,167",262,"15,782","2,701","25,467","3,284","2,000","9,685",0,0,0,0,0,0,0,"1,030",0,
E14001333,E12000007,Lewisham West and East Dulwich,London,England,Borough,Ellie,Reeves,Female,Lab hold,Lab,Green,"69,386","46,414",213,"18,397","3,477","27,406","3,558","2,234","9,009",0,0,0,0,0,0,0,730,0,
E14001334,E12000007,Leyton and Wanstead,London,England,Borough,Calvin,Bailey,Male,Lab hold,Lab,Green,"71,491","43,732",208,"13,964","4,846","20,755","2,815","2,475","6,791",0,0,0,0,0,0,0,"6,050",0,
E14001335,E12000005,Lichfield,West Midlands,England,County,Dave,Robertson,Male,Lab gain from Con,Lab,Con,"76,118","49,104",159,810,"16,422","17,232","3,572","9,734","1,724",0,0,0,0,0,0,0,420,0,
E14001336,E12000004,Lincoln,East Midlands,England,Borough,Hamish,Falconer,Male,Lab gain from Con,Lab,Con,"72,315","42,160",165,"8,793","9,677","18,470","2,580","7,602","2,751",0,0,0,0,0,0,0,"1,080",0,
E14001337,E12000002,Liverpool Garston,North West,England,Borough,Maria,Eagle,Female,Lab hold,Lab,RUK,"69,282","41,993",155,"20,104","2,943","24,510","3,239","4,406","2,816",0,0,0,0,0,0,0,"4,079",0,
E14001338,E12000002,Liverpool Riverside,North West,England,Borough,Kim,Johnson,Female,Lab hold,Lab,Green,"71,380","32,381",156,"14,793","1,155","20,039","1,544","3,272","5,246",0,0,0,0,0,0,0,"1,125",0,
E14001339,E12000002,Liverpool Walton,North West,England,Borough,Dan,Carden,Male,Lab hold,Lab,RUK,"69,317","36,886",132,"20,245","1,282","26,032",945,"5,787","2,388",0,0,0,0,0,0,0,452,0,
E14001340,E12000002,Liverpool Wavertree,North West,England,Borough,Paula,Barker,Female,Lab hold,Lab,Green,"70,581","39,815",231,"16,304","1,887","23,077","2,759","3,454","6,773",0,0,0,0,0,0,0,"1,865",0,
E14001341,E12000002,Liverpool West Derby,North West,England,Borough,Ian,Byrne,Male,Lab hold,Lab,RUK,"69,934","38,006",162,"20,423","1,566","25,302","1,276","4,879","2,647",0,0,0,0,0,0,0,"2,336",0,
S14000095,S92000003,Livingston,Scotland,Scotland,County,Gregor,Poynton,Male,Lab gain from SNP,Lab,SNP,"78,043","44,840",121,"3,528","3,469","18,324","2,025","3,977","1,704","14,796",0,0,0,0,0,0,545,0,
W07000098,W92000004,Llanelli,Wales,Wales,County,Nia,Griffith,Female,Lab hold,Lab,RUK,"71,538","40,744",124,"1,504","4,275","12,751","1,254","11,247","1,106",0,"9,511",0,0,0,0,0,600,0,
S14000096,S92000003,Lothian East,Scotland,Scotland,County,Douglas,Alexander,Male,Lab gain from SNP,Lab,SNP,"75,456","48,102",132,"13,265","5,535","23,555","2,649","3,039","2,477","10,290",0,0,0,0,0,0,557,0,
E14001342,E12000004,Loughborough,East Midlands,England,County,Jeevun,Sandher,Male,Lab gain from Con,Lab,Con,"68,961","42,259",177,"4,960","12,289","17,249","2,561","7,204","2,956",0,0,0,0,0,0,0,0,0,
E14001343,E12000004,Louth and Horncastle,East Midlands,England,County,Victoria,Atkins,Female,Con hold,Con,RUK,"76,880","46,479",131,"5,506","17,441","10,475","2,364","11,935","2,504",0,0,0,0,0,0,0,"1,760",0,
E14001344,E12000006,Lowestoft,East of England,England,County,Jess,Asato,Female,Lab gain from Con,Lab,Con,"74,332","41,824",101,"2,016","12,448","14,464","1,489","10,328","3,095",0,0,0,0,0,0,0,0,0,
E14001345,E12000006,Luton North,East of England,England,Borough,Sarah,Owen,Female,Lab hold,Lab,Con,"74,866","38,745",162,"7,510","7,167","14,677","1,890","4,666","1,940",0,0,0,0,0,0,0,"8,405",0,
E14001346,E12000006,Luton South and South Bedfordshire,East of England,England,County,Rachel,Hopkins,Female,Lab hold,Lab,Con,"77,312","38,382",176,"6,858","6,735","13,593","2,400","4,759","2,401",0,0,0,0,0,0,0,"8,494",0,
E14001347,E12000002,Macclesfield,North West,England,County,Tim,Roca,Male,Lab gain from Con,Lab,Con,"76,416","52,792",143,"9,120","15,552","24,672","2,482","6,592","2,493",0,0,0,0,0,0,0,"1,001",0,
E14001348,E12000008,Maidenhead,South East,England,County,Joshua,Reynolds,Male,LD gain from Con,LD,Con,"75,687","50,329",516,"2,963","18,932","5,766","21,895",0,"1,996",0,0,0,0,0,0,0,"1,740",0,
E14001349,E12000008,Maidstone and Malling,South East,England,County,Helen,Grant,Female,Con hold,Con,Lab,"76,449","46,389",131,"1,674","14,146","12,472","6,375","9,316","3,727",0,0,0,0,0,0,0,353,0,
E14001350,E12000002,Makerfield,North West,England,Borough,Josh,Simons,Male,Lab hold,Lab,RUK,"76,641","40,263",135,"5,399","4,379","18,202","2,735","12,803","1,776",0,0,0,0,0,0,0,368,0,
E14001351,E12000006,Maldon,East of England,England,County,John,Whittingdale,Male,Con hold,Con,RUK,"78,282","49,841",199,"6,906","19,374","9,817","5,882","12,468","2,300",0,0,0,0,0,0,0,0,0,
E14001352,E12000002,Manchester Central,North West,England,Borough,Lucy,Powell,Female,Lab hold,Lab,Green,"85,204","39,725",181,"13,797","2,823","20,184","3,051","4,760","6,387",0,0,0,0,0,0,0,"2,520",0,
E14001353,E12000002,Manchester Rusholme,North West,England,Borough,Afzal,Khan,Male,Lab hold,Lab,Green,"72,608","29,033",193,"8,235","1,678","15,054",0,"1,313","6,819",0,0,0,0,0,0,0,"4,169",0,
